loss_interior,_timestamp,loss_boundary,step,time,l2_error,_step,_runtime,loss
3.3620159366465804e-06,1729109819.1838245,2.2146871569052454e-06,38,75.03159594535828,0.0017348687197833409,38,75.68434548377991,5.576703093551826e-06
2.127274052563294e-06,1729109821.4918303,2.4591741505556614e-06,39,77.33955407142639,0.001234955823697061,39,77.99235129356384,4.586448203118955e-06
7.163644370202856e-07,1729109825.674484,1.113436049840529e-06,40,81.52218770980835,0.0008867318709526135,40,82.17500495910645,1.8298004868608147e-06
4.6084984066753693e-07,1729109833.8859847,3.551930645549514e-07,42,89.73366641998291,0.0009095045921116595,41,90.38650560379028,8.160429052224883e-07
1.472517157792535e-07,1729109848.2588782,2.919275934983828e-07,46,104.10635662078857,0.0006594455812178584,42,104.75939917564392,4.391793092776363e-07
1.5304818234603253e-07,1729109862.108332,1.5829220719182401e-07,50,117.95596814155579,0.0005178873336333727,43,118.60885286331177,3.1134038953785657e-07
1.2125742106444084e-07,1729109881.2914586,5.225426518779244e-08,55,137.13898587226868,0.000264505256757427,44,137.7919795513153,1.7351168625223328e-07
8.313136196343983e-08,1729109903.8921301,5.3952626451712037e-08,61,159.73961281776428,0.00024569344426604816,45,160.3926510810852,1.3708398841515186e-07
7.138255715438505e-08,1729109926.5097716,2.7355650743467917e-08,67,182.35748720169067,0.00014811069439008524,46,183.01029253005981,9.873820789785297e-08
4.679231587944055e-08,1729109951.7110171,2.829479533984357e-08,73,207.55842924118042,0.00024149090718630144,47,208.21153807640076,7.508711121928412e-08
3.050978607136743e-08,1729109983.4604104,3.331455634471792e-08,81,239.30785536766052,0.00023733506575036864,48,239.96093130111694,6.382434241608535e-08
1.834135876127866e-08,1729110017.358332,2.2976177950552934e-08,89,273.2059898376465,0.00018200229894128526,49,273.85885286331177,4.13175367118316e-08
1.4763552441004243e-08,1729110053.0971208,1.5306546952550724e-08,98,308.9445958137512,0.00014556285427196674,50,309.5976417064667,3.0070099393554965e-08
1.2013094591550507e-08,1729110090.7696798,8.824898432399209e-09,107,346.6171061992645,9.831051410003451e-05,51,347.2702007293701,2.0837993023949716e-08
8.240508437080113e-09,1729110137.0657349,3.9819532790877455e-09,118,392.9134051799774,6.834422878742615e-05,52,393.5662558078766,1.2222461716167859e-08
8.007837082555403e-09,1729110187.024448,3.894488721297649e-09,130,442.87194180488586,7.666063919230587e-05,53,443.52496886253357,1.1902325803853051e-08
5.6532075855578494e-09,1729110241.6652834,4.134920377339549e-09,143,497.5127522945404,6.450524984322748e-05,54,498.1658043861389,9.788127962897398e-09
4.774693794946294e-09,1729110300.3304696,1.6439529293445207e-09,157,556.177921295166,3.8046784219262236e-05,55,556.8309905529022,6.418646724290815e-09
3.980767250193083e-09,1729110362.917238,1.757196262491922e-09,172,618.7646849155426,4.278520475559738e-05,56,619.4177589416504,5.737963512685005e-09
3.5695748547722825e-09,1729110437.8610365,1.0102163128390302e-09,190,693.7084653377533,3.3263467532125126e-05,57,694.3615574836731,4.579791167611313e-09
2.830761886386525e-09,1729110513.0775266,8.631051285524468e-10,208,768.9249930381775,3.1028169372426506e-05,58,769.5780475139618,3.6938670149389717e-09
2.6225167186635686e-09,1729110600.400106,7.989357466050251e-10,229,856.2475483417511,2.8082141893824777e-05,59,856.9006268978119,3.4214524652685935e-09
2.3512923699643316e-09,1729110696.5442102,6.550263334201845e-10,252,952.3915228843689,2.6878024161487527e-05,60,953.0447311401367,3.006318703384516e-09
2.007751640256299e-09,1729110800.042154,5.606824009456202e-10,277,1055.889573097229,2.6675532435704136e-05,61,1056.5426750183105,2.5684340412019193e-09
1.6573572310042601e-09,1729110915.6698391,5.314870221155487e-10,305,1171.5172927379608,2.3931215332078586e-05,62,1172.1703600883484,2.188844253119809e-09
1.599798937239472e-09,1729111040.40799,4.708633959733913e-10,335,1296.2554602622986,2.404393763695325e-05,63,1296.9085109233856,2.070662333212863e-09
1.3862649821746992e-09,1729111182.6645641,4.883019221783058e-10,369,1438.5120248794556,2.182516855933727e-05,64,1439.1650850772858,1.8745669043530052e-09
1.352890576253574e-09,1729111337.8871403,3.513698543502021e-10,406,1593.7345612049103,1.8917311984513868e-05,65,1594.3876612186432,1.7042604306037762e-09
1.093221035238731e-09,1729111505.0357351,3.460478757453758e-10,446,1760.8831477165222,1.92350164919801e-05,66,1761.5362560749054,1.4392689109841067e-09
9.580044942812786e-10,1729111693.262421,2.5413883645945224e-10,491,1949.109883069992,1.8186644660312666e-05,67,1949.7629418373108,1.2121433307407308e-09
8.662410058243416e-10,1729111897.5459788,2.6393334765166275e-10,540,2153.3934054374695,1.71261284200227e-05,68,2154.0464997291565,1.1301743534760042e-09
8.469776039561798e-10,1729112122.6179304,2.5401800776480035e-10,594,2378.465388774872,1.5663229522216926e-05,69,2379.118451356888,1.1009956117209802e-09
7.248792276778482e-10,1729112368.533674,2.2230603818225511e-10,653,2624.381101369858,1.4843184156349214e-05,70,2625.034194946289,9.471852658601032e-10
5.690803940265901e-10,1729112637.7660756,1.8588119966577967e-10,718,2893.613517999649,1.5194217781034485e-05,71,2894.26659655571,7.549615936923697e-10
5.83511755319229e-10,1729112746.042085,1.7789751934193894e-10,744,3001.8894970417023,1.373000047244517e-05,72,3002.5426058769226,7.614092746611679e-10
