_runtime,_timestamp,loss_interior,loss,_step,l2_error,step,time,loss_boundary
57.65895223617554,1714602676.0099912,0.00044232273451647573,0.0019427888658587337,60,0.02835505943207937,252,53.71204233169556,0.0015004661313422578
62.893518686294556,1714602681.2445576,0.0004269477385392224,0.00184746518272228,61,0.028278692307024348,277,58.94664812088013,0.0014205174441830576
68.65267419815063,1714602687.0037131,0.00041377790949680035,0.0017440421233970715,62,0.027109681833322914,305,64.70565629005432,0.0013302642139002712
74.72410368919373,1714602693.0751426,0.0004154968304305003,0.0016291092189672988,63,0.025441630337423346,335,70.77700471878052,0.0012136123885367986
81.70118594169617,1714602700.0522249,0.0004013087349553643,0.0015117422303544564,64,0.024316118894001634,369,77.75433087348938,0.001110433495399092
89.0228054523468,1714602707.3738444,0.00038261482324275617,0.0013997717628172791,65,0.024038336618817692,406,85.07584547996521,0.001017156939574523
97.12189412117004,1714602715.472933,0.0003664674274081371,0.0012718226295299524,66,0.022073737588941888,446,93.17498970031738,0.0009053552021218153
106.38756990432739,1714602724.7386088,0.0003588073996235403,0.0011496389764018547,67,0.020390693737148243,491,102.44040274620056,0.0007908315767783144
116.47474122047424,1714602734.8257802,0.000334617608808275,0.0010400501451644074,68,0.01977169045200543,540,112.52783751487732,0.0007054325363561324
127.7540295124054,1714602746.1050684,0.0003164712930663281,0.000936150896549763,69,0.018550739536433512,594,123.8070228099823,0.0006196796034834349
139.92831230163574,1714602758.2793512,0.00030073497660852103,0.0008413101404303863,70,0.017015216453976547,653,135.98141145706177,0.0005405751638218653
153.1061053276062,1714602771.4571443,0.0002768862441389833,0.000751803234341709,71,0.01613693515355068,718,149.1590175628662,0.00047491699020272573
167.47204852104187,1714602785.8230875,0.000257318041026999,0.0006706485771281101,72,0.015443130700143696,790,163.52513670921326,0.00041333053610111115
183.7686529159546,1714602802.1196918,0.00023910818209239295,0.0005975241896426162,73,0.014111781024249797,869,179.8216814994812,0.00035841600755022316
201.0696358680725,1714602819.4206748,0.00021682751066769756,0.0005304767137994233,74,0.013440420977786319,956,197.12260460853577,0.0003136492031317258
220.84592056274414,1714602839.1969595,0.0001988974972167849,0.0004692551039451395,75,0.012515679144742482,1052,216.89901614189148,0.0002703576067283546
242.3017966747284,1714602860.6528356,0.00018162209003253274,0.0004149939403185097,76,0.01163771109960306,1157,238.35473704338074,0.00023337185028597692
265.66332507133484,1714602884.014364,0.00016028604163548314,0.00036095171772877814,77,0.011210750499852266,1272,261.716379404068,0.000200665676093295
291.4692509174347,1714602909.8202899,0.0001397427100133651,0.0003119161025747772,78,0.010181833480214097,1400,287.52245259284973,0.00017217339256141214
318.90415239334106,1714602937.2551913,0.00012242060454317017,0.000270377568200275,79,0.009426041997665472,1539,314.95705795288086,0.00014795696365710483
349.89229822158813,1714602968.2433372,0.00010375487563143191,0.00022853078919560503,80,0.00868765047882263,1693,345.9454209804535,0.00012477591356417313
384.4527130126953,1714603002.803752,8.877853659847373e-05,0.00019486738301258353,81,0.008031259457095808,1863,380.5055785179138,0.0001060888464141098
422.2295801639557,1714603040.580619,7.335752650608497e-05,0.00015891301398388024,82,0.0072012954537631225,2049,418.2827022075653,8.555548747779526e-05
463.99186658859253,1714603082.3429055,6.0952026009393e-05,0.0001299514796117194,83,0.006502622649913017,2254,460.0447151660919,6.89994536023264e-05
510.0117139816284,1714603128.362753,5.305248881644449e-05,0.00010969895575915439,84,0.005837532014811477,2479,506.0645990371704,5.66464669427099e-05
560.7517094612122,1714603179.1027484,4.678623904501027e-05,9.375441144776983e-05,85,0.005238815986554459,2727,556.8047249317169,4.696817240275955e-05
615.3958189487457,1714603233.746858,4.18873219224209e-05,8.112921511315433e-05,86,0.004803794575988141,3000,611.4486744403839,3.9241893190733424e-05
676.8300034999847,1714603295.1810424,3.745339202609331e-05,6.954130342627676e-05,87,0.004236966348017305,3299,672.8828735351562,3.208791140018344e-05
744.4555284976959,1714603362.8065674,3.370960179452333e-05,6.0065218475778445e-05,88,0.003810493733665093,3629,740.508323431015,2.6355616681255117e-05
818.6847014427185,1714603437.0357404,3.04641846043601e-05,5.223727945875622e-05,89,0.0034587134919029277,3992,814.7374250888824,2.1773094854396124e-05
900.6540336608887,1714603519.0050726,2.7567221754758882e-05,4.560749682900939e-05,90,0.0030983706463707794,4391,896.7064046859741,1.8040275074250507e-05
991.8744332790375,1714603610.2254722,2.527065144861964e-05,4.076392238787672e-05,91,0.0028375472492126142,4831,987.9272456169128,1.5493270939257082e-05
1004.055680513382,1714603622.4067194,2.4999048364020182e-05,4.0203659709539e-05,92,0.0028199398333273993,4889,1000.108820438385,1.5204611345518817e-05
