l2_error,time,_runtime,_timestamp,step,_step,loss_boundary,loss_interior,loss
0.010987315167404116,6.566326379776001,10.389265775680542,1714601767.8405707,20,20,0.00039177880605391666,0.0002758177793709997,0.0006675965854249163
0.009369159325797712,6.821170330047607,10.6445791721344,1714601768.095884,21,21,0.00031530760828323554,0.0001957471170201513,0.0005110547253033868
0.010920129814053974,7.068845510482788,10.89170527458191,1714601768.3430102,22,22,0.00020834220815393474,0.00015364313294186785,0.0003619853410958026
0.005751691574836064,7.312368869781494,11.135499715805054,1714601768.5868046,23,23,0.00017375594702046164,0.00010550945923481662,0.00027926540625527823
0.005218533493772162,7.55827260017395,11.381067514419556,1714601768.8323724,24,24,0.00011012339537701199,8.795668363522767e-05,0.00019808007901223968
0.00450948045794997,7.796331882476807,11.619128704071045,1714601769.0704336,25,25,9.560922829173563e-05,6.893774343823906e-05,0.0001645469717299747
0.004330351301596978,8.042481422424316,11.86532187461853,1714601769.3166268,26,26,7.78073364177525e-05,5.2955526472910444e-05,0.00013076286289066293
0.004997223579971002,8.284522771835327,12.107317447662354,1714601769.5586224,27,27,7.054852306626585e-05,4.820747203058846e-05,0.00011875599509685432
0.00371237477116403,8.5237717628479,12.346555709838867,1714601769.7978606,28,28,5.0084126156786315e-05,4.6284110838860415e-05,9.636823699564674e-05
0.0034063068314274365,8.76316213607788,12.585962295532227,1714601770.0372672,29,29,4.434995806821716e-05,3.997835253841831e-05,8.432831060663546e-05
0.0033788951933980764,9.005542993545532,12.829083919525146,1714601770.2803888,30,30,4.168851167924352e-05,3.528734612966708e-05,7.69758578089106e-05
0.003447675905573908,9.26492428779602,13.088863134384155,1714601770.540168,31,31,3.8198481731480785e-05,3.494238468288049e-05,7.314086641436128e-05
0.0031674099169602724,9.526495933532715,13.349374294281006,1714601770.8006792,32,32,3.655956750064006e-05,3.4782590170051474e-05,7.134215767069153e-05
0.0032686083669839967,9.765907287597656,13.588708877563477,1714601771.0400138,33,33,3.61417939017354e-05,2.8739273257516285e-05,6.488106715925169e-05
0.003174955565267019,10.045881032943726,13.868991374969482,1714601771.3202963,34,34,3.491594991371964e-05,2.718199115616834e-05,6.209794106988798e-05
0.003143600934125361,10.279075860977173,14.102845907211304,1714601771.5541508,35,35,3.3347706384181594e-05,2.6812864935931498e-05,6.016057132011309e-05
0.004055292419725624,10.524686574935913,14.349229335784912,1714601771.8005342,36,36,3.3032758186030057e-05,2.6142368773985386e-05,5.9175126960015446e-05
0.0040099809815849485,10.76502513885498,14.588290214538574,1714601772.0395951,37,37,3.149663409454986e-05,2.6072052293168192e-05,5.7568686387718054e-05
0.004947977688042982,11.004610300064087,14.827369928359985,1714601772.2786748,38,38,3.135856919075494e-05,2.60341423831136e-05,5.7392711573868535e-05
0.0032224587415517346,11.241323947906494,15.064175367355347,1714601772.5154803,39,39,3.1427905885664214e-05,2.4240956077153833e-05,5.5668861962818046e-05
0.0030787151810593026,11.472526550292969,15.295297384262085,1714601772.7466023,40,40,2.994798815914485e-05,2.3932240608502578e-05,5.388022876764742e-05
0.0036742511695802595,11.934312582015991,15.758202075958252,1714601773.209507,42,41,2.9762384442596675e-05,2.3428918014997336e-05,5.319130245759401e-05
0.003266229685287657,12.8478364944458,16.671549558639526,1714601774.1228545,46,42,2.781946534353996e-05,2.3084560110742334e-05,5.090402545428229e-05
0.0037482047011231064,13.781143188476562,17.60487651824951,1714601775.0561814,50,43,2.7103159690740508e-05,2.189599077701927e-05,4.8999150467759776e-05
0.0032974939053848186,14.93413233757019,18.757885217666626,1714601776.2091901,55,44,2.4419537668950118e-05,2.1301690023450143e-05,4.572122769240026e-05
0.0036801513670227724,16.289231777191162,20.112842798233032,1714601777.5641477,61,45,2.3226442994190834e-05,1.9890585661374782e-05,4.311702865556562e-05
0.0037663630914851875,17.695456743240356,21.518607139587402,1714601778.969912,67,46,2.2271402997697144e-05,1.8770220350192758e-05,4.10416233478899e-05
0.0035362358001208155,19.096829175949097,22.921030044555664,1714601780.372335,73,47,2.157791509399753e-05,1.7271094254388726e-05,3.8849009348386255e-05
0.0031958647728389943,20.92422866821289,24.747753620147705,1714601782.1990585,81,48,1.960192983345611e-05,1.602036662472417e-05,3.5622296458180276e-05
0.003090096419446694,22.7607159614563,26.583585739135742,1714601784.0348907,89,49,1.8005287372475125e-05,1.424017848175728e-05,3.22454658542324e-05
0.00348033292709559,24.900155067443848,28.723402500152588,1714601786.1747074,98,50,1.6851925336829694e-05,1.2687206734048072e-05,2.9539132070877766e-05
0.002676887650331174,27.007884979248047,30.831107139587402,1714601788.282412,107,51,1.5210746432603767e-05,1.126733157927649e-05,2.6478078011880257e-05
0.0020091594454117326,29.598844528198242,33.42302966117859,1714601790.8743346,118,52,1.2943652072323271e-05,9.472160523460264e-06,2.2415812595783537e-05
0.0022057982212024016,32.525442123413086,36.34865355491638,1714601793.7999585,130,53,1.0996441852131263e-05,7.885359305808722e-06,1.8881801157939985e-05
0.0019612807670264625,35.61338186264038,39.437397480010986,1714601796.8887024,143,54,8.70310678273951e-06,5.975446200578937e-06,1.4678552983318449e-05
0.001982621214153963,38.85191011428833,42.676064014434814,1714601800.127369,157,55,7.554005290831172e-06,4.950526992450336e-06,1.2504532283281509e-05
0.0019073468992495636,42.288854122161865,46.11206364631653,1714601803.5633686,172,56,6.319139751209884e-06,4.120269901469355e-06,1.0439409652679238e-05
0.0014033389801677706,46.58272409439087,50.405937910079956,1714601807.8572428,190,57,5.128246628063734e-06,3.0776620648846715e-06,8.205908692948405e-06
0.001164489313639631,50.93264198303223,54.75601315498352,1714601812.207318,208,58,4.260181434580167e-06,2.4354819630734192e-06,6.695663397653586e-06
0.0008828210552476647,55.84238076210022,59.66658115386963,1714601817.117886,229,59,2.6347608047714965e-06,1.5654022349012921e-06,4.2001630396727884e-06
0.0007900203024642158,61.12056493759155,64.94387221336365,1714601822.3951771,252,60,1.680673462717318e-06,9.76468883286419e-07,2.657142346003737e-06
0.0006284599851732544,66.97977304458618,70.80318117141724,1714601828.254486,277,61,9.289620231220855e-07,5.651235400910632e-07,1.4940855632131487e-06
0.0003789083492965496,73.73053622245789,77.5554473400116,1714601835.0067523,305,62,4.748320457223852e-07,2.4247188010980423e-07,7.173039258321894e-07
0.00028238038187904617,80.71718978881836,84.54039907455444,1714601841.991704,335,63,2.173504428803716e-07,1.0911469550613805e-07,3.2646513838650963e-07
0.00022221650697520117,88.5801453590393,92.40411376953125,1714601849.8554187,369,64,1.0164381980858583e-07,5.088878878461407e-08,1.525326085931999e-07
0.00010254306665192642,97.03519129753113,100.85911107063293,1714601858.310416,406,65,2.8891545526129306e-08,1.7117947187739742e-08,4.600949271386905e-08
1.7068418245004483e-05,106.26507186889648,110.08928847312927,1714601867.5405934,446,66,9.646215307381684e-10,1.3793018392185762e-09,2.3439233699567445e-09
1.3455426471615748e-06,116.57727789878845,120.40148377418518,1714601877.8527887,491,67,2.253322935897179e-12,2.3586623638546034e-11,2.5839946574443214e-11
3.4847077554686597e-07,128.41684341430664,132.2399845123291,1714601889.6912894,540,68,1.8793462675246357e-13,4.315630320826316e-12,4.50356494757878e-12
2.543475867587971e-07,140.92760038375854,144.75081372261047,1714601902.2021186,594,69,9.429738931176401e-14,1.0721142948418837e-12,1.1664116841536477e-12
2.2111291682021466e-07,154.77254128456116,158.59660959243774,1714601916.0479145,653,70,2.562099504932937e-14,4.583931195845123e-13,4.840141146338417e-13
2.1623839546714572e-07,169.86623430252075,173.68939995765686,1714601931.1407049,718,71,1.4663180420311435e-14,2.3947248553743424e-13,2.5413566595774566e-13
1.721780953689566e-07,187.14672374725342,190.97000646591187,1714601948.4213114,790,72,9.643568098403529e-15,1.3354506691108253e-13,1.4318863500948606e-13
1.408841046836883e-07,205.9737148284912,209.79703950881958,1714601967.2483444,869,73,7.47394424784731e-15,8.871653073490732e-14,9.619047498275463e-14
1.2610329728031663e-07,226.22927737236023,230.05331325531006,1714601987.5046182,956,74,5.589078880887952e-15,6.341021787405164e-14,6.899929675493959e-14
1.0041680565067892e-07,248.31021451950073,252.1335391998291,1714602009.584844,1052,75,3.994868245418465e-15,4.664338531826211e-14,5.063825356368057e-14
8.320091810657274e-08,272.3924009799957,276.21619725227356,1714602033.6675022,1157,76,3.0043656409278226e-15,3.4739342909557094e-14,3.774370855048492e-14
7.354748479960458e-08,298.60943818092346,302.4327189922333,1714602059.884024,1272,77,2.386382397332777e-15,2.6587196002940987e-14,2.897357840027377e-14
6.553592857813383e-08,327.87061953544617,331.69448018074036,1714602089.145785,1400,78,2.0256413867258195e-15,2.1183159543046777e-14,2.3208800929772596e-14
6.19562946274158e-08,359.74753189086914,363.5706903934479,1714602121.0219953,1539,79,1.807502391744805e-15,1.7577397342596284e-14,1.938489973434109e-14
5.7747443303454046e-08,395.03589940071106,398.8589675426483,1714602156.3102725,1693,80,1.6428894451766814e-15,1.4935972391307245e-14,1.6578861836483927e-14
5.501108227423302e-08,434.0363965034485,437.86049485206604,1714602195.3117998,1863,81,1.5031072649882598e-15,1.2902810641907208e-14,1.4405917906895466e-14
5.24628786765918e-08,477.20264983177185,481.02595925331116,1714602238.4772642,2049,82,1.37749488395236e-15,1.1207334945790576e-14,1.2584829829742935e-14
5.037027763094245e-08,524.4582591056824,528.2825443744659,1714602285.7338493,2254,83,1.261587784164895e-15,9.779042417820223e-15,1.1040630201985118e-14
4.7108293860738355e-08,576.0713906288147,579.8961536884308,1714602337.3474586,2479,84,1.1540355901595975e-15,8.538871885177673e-15,9.69290747533727e-15
4.420181832863088e-08,632.9758820533752,636.798986196518,1714602394.250291,2727,85,1.0562268079888831e-15,7.457214420199483e-15,8.513441228188365e-15
4.206538253612869e-08,695.1028504371643,698.9259400367737,1714602456.377245,3000,86,9.708549402664722e-16,6.52630178952925e-15,7.497156729795722e-15
3.957811404591391e-08,763.8173851966858,767.6407055854797,1714602525.0920105,3299,87,8.954342898725274e-16,5.7168424925052774e-15,6.612276782377805e-15
3.751725416742134e-08,838.7489693164825,842.5731439590454,1714602600.0244489,3629,88,8.321040009085654e-16,5.030477175301725e-15,5.8625811762102906e-15
3.5838356283917464e-08,920.3891167640686,924.2124037742615,1714602681.6637087,3992,89,7.809958481275179e-16,4.4715654533337856e-15,5.252561301461303e-15
3.462823088951957e-08,1000.1260056495667,1003.9510912895203,1714602761.4023962,4342,90,7.443904452828394e-16,4.0696796117985165e-15,4.8140700570813556e-15
