_step,loss,time,step,_timestamp,loss_interior,_runtime,loss_boundary,l2_error
26,0.03228455249121529,3.3792526721954346,26,1714596786.481755,0.007928547607500253,7.181302070617676,0.02435600488371504,0.12043602031245325
27,0.02576553512363724,3.439222574234009,27,1714596786.5419536,0.003171658238005868,7.241500616073608,0.02259387688563137,0.13907889808131774
28,0.025219826997347636,3.5013339519500732,28,1714596786.6040623,0.0030269448122683443,7.303609371185303,0.022192882185079293,0.1506979748554075
29,0.023901480735878444,3.5700461864471436,29,1714596786.6727328,0.0020315506416630578,7.37227988243103,0.021869930094215385,0.14928520805122458
30,0.02330293926615374,3.6311261653900146,30,1714596786.7338696,0.002011479618542958,7.4334166049957275,0.021291459647610783,0.11735157724300643
31,0.02016685021169055,3.692709445953369,31,1714596786.795437,0.002957197369184753,7.494984149932861,0.017209652842505797,0.10000997377717355
32,0.018688343457122863,3.7563226222991943,32,1714596786.8587854,0.002821874346788147,7.558332443237305,0.015866469110334715,0.10000997377717355
33,0.018688343457122863,3.818474531173706,33,1714596786.9211826,0.002821874346788147,7.620729684829712,0.015866469110334715,0.10000997377717355
34,0.018688343457122863,3.8796470165252686,34,1714596786.9823947,0.002821874346788147,7.681941747665405,0.015866469110334715,0.09956160764032063
35,0.01868639462145435,3.9409019947052,35,1714596787.0436647,0.002832901871885042,7.74321174621582,0.015853492749569306,0.0965052654216006
36,0.018632072114076116,4.0027337074279785,36,1714596787.1055279,0.0028323982731095726,7.80507493019104,0.015799673840966543,0.09491823723471197
37,0.01856484118418661,4.071263074874878,37,1714596787.1739976,0.002732742159935082,7.873544692993164,0.015832099024251527,0.09495773430399022
38,0.018475356829333812,4.132727384567261,38,1714596787.2354174,0.002568098457886066,7.934964418411255,0.015907258371447745,0.09809425097098402
39,0.01835816987668596,4.193026542663574,39,1714596787.295241,0.002280903469829389,7.99478816986084,0.016077266406856573,0.10153335929091915
40,0.01815147523876116,4.2532782554626465,40,1714596787.3554552,0.002094180698107945,8.055002212524414,0.016057294540653216,0.10482204077782997
41,0.017284409400030926,4.372381925582886,42,1714596787.4745924,0.002078869184006548,8.174139499664307,0.015205540216024379,0.10728879300317638
42,0.017202609440375133,4.613714933395386,46,1714596787.715924,0.0022570518471899488,8.415471076965332,0.014945557593185185,0.10980824937704449
43,0.01719623012585007,4.849340200424194,50,1714596787.95152,0.002211326061004035,8.651067018508911,0.014984904064846035,0.11131453843926041
44,0.01719301827415172,5.140136003494263,55,1714596788.2423294,0.0021481255110343245,8.941876411437988,0.015044892763117395,0.11264713473986646
45,0.017173606396551928,5.48914909362793,61,1714596788.5913181,0.0019905710714405622,9.290865182876587,0.015183035325111364,0.11458311869139853
46,0.017061530450008598,5.83046817779541,67,1714596788.932544,0.0021698150561486594,9.632091045379639,0.014891715393859938,0.1077622191820465
47,0.01703836530354287,6.16787314414978,73,1714596789.270068,0.0019180963833505245,9.96961498260498,0.015120268920192347,0.1070443692414742
48,0.01682266586468841,6.628779172897339,81,1714596789.7310495,0.0021636776589589644,10.430596590042114,0.014658988205729447,0.10963436508552057
49,0.01667866106535057,7.09417462348938,89,1714596790.1962535,0.0023579358768726125,10.895800590515137,0.014320725188477958,0.11222708376343266
50,0.014722067294721584,7.611325979232788,98,1714596790.713568,0.0028302146025490065,11.41311502456665,0.011891852692172578,0.10269453358152958
51,0.013756036188827774,8.137212753295898,107,1714596791.2394903,0.00281224859608285,11.939037322998047,0.010943787592744924,0.08300235010267093
52,0.012757188886829895,8.778879404067993,118,1714596791.8810914,0.004035100624190735,12.580638408660889,0.00872208826263916,0.06834633095828638
53,0.01241925291447518,9.473543405532837,130,1714596792.575707,0.004310173567469461,13.275254011154175,0.00810907934700572,0.06822106290523956
54,0.011946136920208548,10.227987051010132,143,1714596793.3301454,0.004481114030047399,14.02969241142273,0.007465022890161148,0.05804178663301331
55,0.011513647629395135,11.044268369674683,157,1714596794.1464148,0.004924012767857102,14.845961809158325,0.006589634861538033,0.05810756504194886
56,0.010112878931829647,11.916530132293701,172,1714596795.018795,0.0035535506069803257,15.718342065811157,0.006559328324849322,0.06091447057503736
57,0.008902861385553759,12.995426416397095,190,1714596796.0976222,0.0018233653648620182,16.79716920852661,0.007079496020691741,0.06774437419628217
58,0.008760384591402841,14.037599325180054,208,1714596797.139849,0.0017308660484598002,17.839395999908447,0.007029518542943041,0.062293012051711096
59,0.007992973845891573,15.225854873657227,229,1714596798.3282232,0.001332281294058861,19.027770280838013,0.006660692551832711,0.056476637360457944
60,0.0073905111481390035,16.536014795303345,252,1714596799.6383147,0.0013838005082715522,20.33786177635193,0.006006710639867451,0.05370726532779294
61,0.006388079335129549,17.980369806289673,277,1714596801.0825412,0.0017628408124405102,21.78208827972412,0.004625238522689039,0.054039088656580046
62,0.005841401285077532,19.57835578918457,305,1714596802.680511,0.002003996501751212,23.38005805015564,0.00383740478332632,0.044349013951629046
63,0.005298792744991882,21.27171015739441,335,1714596804.3738909,0.001491614991686115,25.073437929153442,0.0038071777533057664,0.04202883185987525
64,0.0049286984007250075,23.19439673423767,369,1714596806.2965438,0.0013360576155038283,26.99609088897705,0.0035926407852211796,0.042758107531350995
65,0.004450777925533217,25.30521011352539,406,1714596808.4074101,0.0015657660604185494,29.10695719718933,0.0028850118651146677,0.0359817976237234
66,0.0038780102883662526,27.69391393661499,446,1714596810.7962186,0.001408149447692548,31.495765686035156,0.0024698608406737046,0.032799427243797384
67,0.003158500058589924,30.28184938430786,491,1714596813.3842776,0.0007502105325399505,34.083824634552,0.0024082895260499736,0.029987811264494273
68,0.0026927977380761725,33.046794176101685,540,1714596816.1488986,0.0006085727956000868,36.848445653915405,0.0020842249424760854,0.03027205790515454
69,0.002273540310436174,36.07154107093811,594,1714596819.1736662,0.0004538483301100428,39.87321329116821,0.001819691980326131,0.0275494458375737
70,0.002008335152833562,39.44945931434631,653,1714596822.5516438,0.0003406746198865186,43.25119090080261,0.0016676605329470438,0.024622262247566955
71,0.0017294086988696154,43.21886396408081,718,1714596826.3212295,0.00029052068525093656,47.02077651023865,0.0014388880136186788,0.024511116253943945
72,0.0014919291174200946,47.38998460769653,790,1714596830.492431,0.00022985973331334503,51.191977977752686,0.0012620693841067497,0.023571815992161158
73,0.0013851766914890658,51.79635548591614,869,1714596834.898458,0.00021621764488678497,55.598005056381226,0.0011689590466022809,0.023392860499760467
74,0.0012751723690796687,56.728996992111206,956,1714596839.83122,0.00019638085058315376,60.53076696395874,0.001078791518496515,0.023075987173684604
75,0.0011964568832064171,62.19677495956421,1052,1714596845.299131,0.00017537065719450704,65.99867796897888,0.00102108622601191,0.023156995374410877
76,0.001120054227089862,68.10345768928528,1157,1714596851.206131,0.00015318859901835964,71.90567803382874,0.0009668656280715023,0.023260468221166904
77,0.0010405207642829534,74.5782036781311,1272,1714596857.6804812,0.0001312294585641639,78.38002824783325,0.0009092913057187896,0.023131716040478197
78,0.0009898974168633219,81.73792862892151,1400,1714596864.8401194,0.00011398151541356523,85.53966641426086,0.0008759159014497565,0.023602571447717942
79,0.0009454237426181093,89.65405201911926,1539,1714596872.7563577,0.00010367542124058724,93.45590472221375,0.000841748321377522,0.023562366867541654
80,0.0009045805556691341,98.38648390769958,1693,1714596881.488835,8.409409475170933e-05,102.18838214874268,0.0008204864609174247,0.023750049868495875
81,0.0008754101750747789,107.99243068695068,1863,1714596891.0947685,8.015953140379985e-05,111.79431557655334,0.000795250643670979,0.02346601388652026
82,0.0008403716830256146,118.55863928794861,2049,1714596901.6612246,6.959276532544967e-05,122.36077165603638,0.000770778917700165,0.023739282703578536
83,0.0008140990045605027,130.0533607006073,2254,1714596913.1555624,6.259011524022804e-05,133.8551094532013,0.0007515088893202747,0.023411356711485806
84,0.000789500823735187,142.81535530090332,2479,1714596925.9178267,5.845956479025636e-05,146.61737370491028,0.0007310412589449306,0.02344819850924135
85,0.0007645260019212554,156.7780737876892,2727,1714596939.880513,5.596122305540745e-05,160.580060005188,0.000708564778865848,0.02311650678161472
86,0.0007407300156922146,172.1834795475006,3000,1714596955.2857163,5.161177352755972e-05,175.98526334762573,0.0006891182421646548,0.022830255536567833
87,0.0007168642744194205,189.1711802482605,3299,1714596972.2739203,4.8120233281810054e-05,192.9734673500061,0.0006687440411376104,0.022511278971528263
88,0.0006904011886579454,207.73043608665466,3629,1714596990.8325765,4.358623215158966e-05,211.53212356567383,0.0006468149565063557,0.02224282748881107
89,0.0006638806965265365,228.32172632217407,3992,1714597011.4243174,4.034475278742241e-05,232.12386441230774,0.000623535943739114,0.022098075722938672
90,0.0006325142565009143,250.85649847984314,4391,1714597033.958993,3.879930796017121e-05,254.65854001045227,0.0005937149485407431,0.02132254572557607
91,0.0006019010084888102,275.67735505104065,4831,1714597058.7798166,3.558309214194995e-05,279.47936367988586,0.0005663179163468603,0.020895291984280997
92,0.0005695896027312005,302.9451982975006,5314,1714597086.0474072,3.304929269507333e-05,306.746954202652,0.0005365403100361272,0.020418032275446196
93,0.0005387944272469662,333.2709376811981,5845,1714597116.37344,3.073569212935575e-05,337.07298707962036,0.0005080587351176105,0.019880379535293743
94,0.0005054300974054535,366.34667015075684,6429,1714597149.4490814,2.871726267174035e-05,370.14862847328186,0.00047671283473371315,0.01924644905687375
95,0.0004741058334611703,402.97820925712585,7072,1714597186.0805347,2.6894824053023935e-05,406.7800817489624,0.0004472110094081464,0.018706027440803782
96,0.0004417450240228699,443.1140236854553,7779,1714597226.2166512,2.5384653373225135e-05,446.9161982536316,0.00041636037064964477,0.018049669819540304
97,0.0004084374664391334,487.2922954559326,8557,1714597270.3950083,2.3842992830002808e-05,491.0945553779602,0.0003845944736091306,0.01722486447976541
98,0.000375202635264732,535.9574501514435,9413,1714597319.0600162,2.3013538483067216e-05,539.7595632076263,0.00035218909678166475,0.016544802130111152
99,0.0003438740995386058,589.4750382900238,10354,1714597372.57769,2.1156034194509778e-05,593.2772369384766,0.000322718065344096,0.015916889369312775
100,0.000315302735360172,648.9856359958649,11389,1714597432.0885806,1.9671508738580524e-05,652.7881276607513,0.0002956312266215915,0.015258249932574863
101,0.00028694829688750306,713.6252961158752,12528,1714597496.7276642,1.8252166941246408e-05,717.4272112846375,0.0002686961299462566,0.014573911354899107
102,0.0002608011091948139,785.0356292724609,13781,1714597568.138138,1.7302411168649348e-05,788.8376851081848,0.00024349869802616457,0.01389091110896412
103,0.0002341989562186239,863.5844900608063,15159,1714597646.6879034,1.620434104237298e-05,867.3874504566193,0.0002179946151762509,0.013020743987699373
104,0.00020709673081918388,950.1905398368835,16675,1714597733.293131,1.5101991699843787e-05,953.9926781654358,0.0001919947391193401,0.012306112123043719
105,0.00019274021363238763,1000.0423240661621,17552,1714597783.1450515,1.4753528437551112e-05,1003.844598531723,0.0001779866851948365,0.011891587047656514
