time,_step,_runtime,step,loss_boundary,loss_interior,loss,_timestamp,l2_error
297.4188301563263,110,301.69692516326904,5711,4.84923108209479e-10,1.2591708582887403e-09,1.7440939664982194e-09,1712870302.7950902,1.9226943427916876e-05
316.25221586227417,111,320.5302104949951,6077,4.69000295553315e-10,1.1687968678953612e-09,1.637797163448676e-09,1712870321.6283755,1.882547168268566e-05
336.2286286354065,112,340.5063667297363,6467,4.49940952636039e-10,1.07505294362138e-09,1.524993896257419e-09,1712870341.6045318,1.836689991854818e-05
357.52912187576294,113,361.8068482875824,6883,4.346411788749166e-10,9.738399301542193e-10,1.408481109029136e-09,1712870362.9050133,1.8099236805264153e-05
380.18493723869324,114,384.4630002975464,7325,4.221293568911628e-10,8.825576308876453e-10,1.304686987778808e-09,1712870385.5611653,1.784298080028398e-05
404.2389898300171,115,408.5167245864868,7795,4.073427959599861e-10,8.022166514144967e-10,1.2095594473744828e-09,1712870409.6148896,1.762136711339936e-05
429.8815047740936,116,434.159619808197,8296,3.929961956033936e-10,7.296284772756084e-10,1.122624672879002e-09,1712870435.2577848,1.7403884254030633e-05
457.0740396976471,117,461.35221552848816,8828,3.826293412668717e-10,6.625711087732575e-10,1.0452004500401292e-09,1712870462.4503806,1.718065225685235e-05
486.10651087760925,118,490.38424372673035,9395,3.721104114957616e-10,6.06173596722293e-10,9.782840082180546e-10,1712870491.4824088,1.6899950601647205e-05
517.0484383106232,119,521.3264663219452,9999,3.630373835829722e-10,5.602791339613018e-10,9.233165175442739e-10,1712870522.4246314,1.659549289082277e-05
