_step,l2_error,loss_interior,time,_runtime,loss_boundary,loss,step,_timestamp
35,0.002904298150181017,9.41688165947214e-05,9.092868328094482,13.362534999847412,1.0005743047114155e-05,0.00010417455964183555,35,1714517060.74124
36,0.0017684427744228785,8.2569418648718e-05,9.34108829498291,13.609996318817139,7.609902947031782e-06,9.017932159574978e-05,36,1714517060.9887013
37,0.001544605632370182,6.759621964763494e-05,9.504432439804077,13.772929668426514,5.884264781985561e-06,7.34804844296205e-05,37,1714517061.1516347
38,0.0014533481348096358,5.2203116305908224e-05,9.65349006652832,13.921974658966064,4.925719707245216e-06,5.712883601315344e-05,38,1714517061.3006797
39,0.0017833363980974128,3.958309828514941e-05,9.803070545196533,14.071532249450684,3.6024769748965174e-06,4.318557526004593e-05,39,1714517061.4502373
40,0.00211794128515847,3.190842401141587e-05,9.951218366622925,14.219691276550293,3.157761344715256e-06,3.5066185356131125e-05,40,1714517061.5983963
41,0.0009244270050213523,1.7526071468573645e-05,10.238571166992188,14.507107019424438,2.1322973276062143e-06,1.9658368796179858e-05,42,1714517061.885812
42,0.000811392658203179,5.509184530167568e-06,10.889196872711182,15.157857179641724,1.2593155399225388e-06,6.768500070090107e-06,46,1714517062.5365622
43,0.0005881071277491617,2.1921189010330216e-06,11.521996974945068,15.790616273880005,8.057142100411184e-07,2.99783311107414e-06,50,1714517063.1693213
44,0.00039736754304904386,7.056240446566576e-07,12.416569948196411,16.68514108657837,4.0771323939218535e-07,1.113337284048843e-06,55,1714517064.063846
45,0.0002627804772336034,1.9882843807087822e-07,13.323449850082397,17.594155073165894,1.6755745045997601e-07,3.6638588853085424e-07,61,1714517064.97286
46,0.00011371016589646308,5.962519934179114e-08,14.734517574310303,19.003942012786865,3.818900519315822e-08,9.781420453494935e-08,67,1714517066.382647
47,4.8803636580877374e-05,2.3461455252834604e-08,15.823982000350952,20.093626022338867,5.748942575045167e-09,2.921039782787977e-08,73,1714517067.472331
48,1.4737048494944405e-05,1.0233635324407804e-08,17.12237048149109,21.391907691955566,5.456443282620528e-10,1.0779279652669857e-08,81,1714517068.7706127
49,1.3508111686111275e-05,6.386827155581922e-09,18.7178475856781,22.987767457962036,3.473713172820281e-10,6.73419847286395e-09,89,1714517070.3664725
50,1.1396327769603336e-05,4.12883534323412e-09,20.70699453353882,24.976202726364136,2.305830737146566e-10,4.359418416948777e-09,98,1714517072.3549078
51,9.875692353886267e-06,2.4301167709803085e-09,22.595285415649414,26.867104053497314,1.6538437172161804e-10,2.5955011427019264e-09,107,1714517074.245809
52,6.9469578614662926e-06,9.390458510555225e-10,24.966920137405396,29.236202001571655,9.559262055984961e-11,1.0346384716153721e-09,118,1714517076.614907
53,3.4288648892622477e-06,4.1515807675783226e-10,27.657775402069092,31.927019834518433,2.812234329494227e-11,4.4328042005277454e-10,130,1714517079.3057249
54,1.6136873952031372e-06,2.8246557699379365e-10,30.863202571868896,35.13261008262634,5.4674785628211565e-12,2.879330555566148e-10,143,1714517082.511315
55,7.502293649541317e-07,1.630526808306311e-10,33.967689514160156,38.2374324798584,1.8179609769334675e-12,1.648706418075646e-10,157,1714517085.6161375
56,1.0444880603373082e-06,8.942321287574181e-11,37.07438588142395,41.34377670288086,1.5126718296439245e-12,9.093588470538574e-11,172,1714517088.7224817
57,3.9665305541946163e-07,5.3099517147260523e-11,40.950392723083496,45.21978497505188,3.6666233552302497e-13,5.3466179482783546e-11,190,1714517092.59849
58,3.178132207882748e-07,3.7276350949524805e-11,44.80997586250305,49.07944130897522,2.983437763762923e-13,3.75746947259011e-11,208,1714517096.4581463
59,4.4558691690107825e-07,2.7978129552527894e-11,49.10197973251343,53.371354818344116,2.315478980303385e-13,2.8209677450558232e-11,229,1714517100.7500598
60,3.0880415576000084e-07,2.2679746058882275e-11,54.003562688827515,58.272977352142334,1.7952551446337915e-13,2.2859271573345654e-11,252,1714517105.6516824
61,2.891129798895605e-07,1.8256903614540452e-11,59.350440979003906,63.61977481842041,1.6178649281352967e-13,1.841869010735398e-11,277,1714517110.9984798
62,2.5411594950287904e-07,1.434905382034574e-11,65.09197044372559,69.36204528808594,1.2438744012130355e-13,1.4473441260467044e-11,305,1714517116.7407503
63,2.889098452940676e-07,1.0329820534031829e-11,71.63352417945862,75.90521740913391,1.29231267032173e-13,1.0459051801064002e-11,335,1714517123.2839224
64,2.0073051212650027e-07,7.371089586172052e-12,78.82912111282349,83.09859704971313,7.029512853134135e-14,7.441384714703394e-12,369,1714517130.477302
65,1.237618083525529e-07,5.43062677900943e-12,85.61946415901184,89.89094018936157,3.9683142340634143e-14,5.470309921350064e-12,406,1714517137.2696452
66,1.3524651474957961e-07,3.845343206881352e-12,93.5915117263794,97.86159944534302,2.679347943066807e-14,3.87213668631202e-12,446,1714517145.2403045
67,1.0438654487213954e-07,2.6591473506242274e-12,103.33033752441406,107.60301065444946,1.6138873757580616e-14,2.675286224381808e-12,491,1714517154.9817157
68,1.1098872362127866e-07,1.9296721421742993e-12,113.2193911075592,117.4893753528595,9.123076204028231e-15,1.9387952183783274e-12,540,1714517164.8680804
69,9.042168005407853e-08,1.3499282351493406e-12,124.68122553825378,128.95196509361267,7.450497230801763e-15,1.3573787323801423e-12,594,1714517176.33067
70,8.834515614070117e-08,9.797504623333764e-13,137.70150017738342,141.9704806804657,4.773594987058715e-15,9.845240573204352e-13,653,1714517189.3491857
71,7.692480554395616e-08,7.084577688380959e-13,151.5614149570465,155.83123135566711,2.688055722227606e-15,7.111458245603235e-13,718,1714517203.2099364
72,6.827004076251697e-08,5.28438677255655e-13,166.4944291114807,170.76422142982483,1.5957631551582228e-15,5.300344404108133e-13,790,1714517218.1429265
73,7.621255840202162e-08,4.408688848422904e-13,183.34434819221497,187.61338138580322,7.827313000850489e-16,4.4165161614237544e-13,869,1714517234.9920864
74,6.237519553121299e-08,4.0238264370201293e-13,200.38834381103516,204.65751814842224,7.145643947424467e-16,4.0309720809675536e-13,956,1714517252.0362232
75,6.877824381825658e-08,3.7741828440204184e-13,219.76510429382324,224.03573536872864,4.219824850144079e-16,3.7784026688705626e-13,1052,1714517271.4144404
76,7.082024357354634e-08,3.5251417272750546e-13,241.81130599975586,246.08075332641602,3.739818582423233e-16,3.5288815458574777e-13,1157,1714517293.4594584
77,6.91513957922146e-08,3.319731941236956e-13,265.43567538261414,269.70482754707336,2.1817398633093654e-16,3.321913681100265e-13,1272,1714517317.0835326
78,6.999164634367964e-08,3.1744359715320907e-13,290.69720363616943,294.9693558216095,1.0715390514628377e-16,3.1755075105835535e-13,1400,1714517342.3480608
79,6.792606228677588e-08,3.06915321113694e-13,319.4072918891907,323.67622995376587,7.361223232753211e-17,3.0698893334602153e-13,1539,1714517371.054935
80,6.864372859651812e-08,2.9937621888032444e-13,350.875928401947,355.1458492279053,4.908802611910064e-17,2.9942530690644353e-13,1693,1714517402.5245543
81,6.800780603168161e-08,2.93901849354078e-13,386.5764515399933,390.84589982032776,4.863619424602395e-17,2.9395048554832404e-13,1863,1714517438.2246048
82,6.907637839419676e-08,2.902544653994994e-13,425.7213535308838,429.9907612800598,5.5113151687825786e-17,2.903095785511872e-13,2049,1714517477.3694663
83,6.83409773246317e-08,2.878417208120192e-13,466.8990890979767,471.1680819988251,6.696865736712226e-17,2.879086894693863e-13,2254,1714517518.546787
84,6.930301974575324e-08,2.8644706705643754e-13,510.57078647613525,514.8411300182343,7.693600855619524e-17,2.865240030649937e-13,2479,1714517562.219835
85,6.899726703280264e-08,2.8550542903815923e-13,564.1840736865997,568.4534420967102,8.705624945764713e-17,2.8559248528761687e-13,2727,1714517615.8321471
86,6.920773447827993e-08,2.8475900299906374e-13,617.970668554306,622.2405545711517,9.295105775159093e-17,2.8485195405681533e-13,3000,1714517669.6192596
87,6.94179612321797e-08,2.8411543190701894e-13,676.5957264900208,680.866703748703,9.822403599853502e-17,2.842136559430175e-13,3299,1714517728.2454088
88,6.905113367542802e-08,2.8355082454623525e-13,743.6684558391571,747.9380841255188,1.0018644842295819e-16,2.836510109946582e-13,3629,1714517795.3167892
89,6.889195614727751e-08,2.830533958453788e-13,816.5204164981842,820.790670633316,9.934010113954955e-17,2.8315273594651833e-13,3992,1714517868.1693757
90,6.86390769252141e-08,2.826161471291517e-13,895.056675195694,899.3259801864624,9.695928779941542e-17,2.8271310641695113e-13,4391,1714517946.7046852
91,6.84691059913878e-08,2.822307079932098e-13,982.8101136684418,987.0792028903961,9.430193772422661e-17,2.82325009930934e-13,4831,1714518034.457908
92,6.83380559789829e-08,2.8216384837192305e-13,1000.0125224590302,1004.2816257476807,9.381748021687456e-17,2.822576658521399e-13,4918,1714518051.6603308
