step,_timestamp,loss,l2_error,loss_boundary,loss_interior,_step,_runtime,time
67,1714509866.9848843,1.7920365943249017,0.8075735775327514,0.3783901815301984,1.4136464127947033,46,8.465463161468506,1.5933918952941895
73,1714509867.0056763,2.746476404075291,0.22404175376652674,0.26917239528703485,2.477304008788256,47,8.486255168914795,1.6141602993011475
81,1714509867.0326304,2.014454516732734,1.1964962877393455,0.32665748739718564,1.6877970293355484,48,8.513209342956543,1.6411123275756836
89,1714509867.0599716,2.0988720534037815,1.3707957644334414,0.485350971325371,1.6135210820784105,49,8.540550470352173,1.6684417724609375
98,1714509867.0940242,2.2704496859069168,1.293271582307985,0.9625734942073094,1.3078761916996073,50,8.574603080749512,1.7023980617523193
107,1714509867.1256468,1.608675482188083,0.3103636817310915,0.25183326829875846,1.3568422138893246,51,8.606225728988647,1.7341582775115967
118,1714509867.1640754,1.7831487271548059,0.5826620000483728,0.26245729199883,1.520691435155976,52,8.644654273986816,1.7725462913513184
130,1714509867.2151368,1.3903543485170524,0.5532733675842921,0.17700214110749746,1.2133522074095549,53,8.69571566581726,1.8235423564910889
143,1714509867.2575858,0.8755467238219681,0.3143812686479396,0.11952305854497519,0.7560236652769929,54,8.73816466331482,1.8660740852355957
157,1714509867.3052175,0.8580575007560298,0.2583941035448799,0.06709365040209053,0.7909638503539392,55,8.785796403884888,1.9137263298034668
172,1714509867.3541994,0.65318126764689,0.51841459209272,0.09824912288713585,0.5549321447597542,56,8.834778308868408,1.9626851081848145
190,1714509867.4125795,0.4827771392885089,0.238583558917629,0.05674998263851546,0.42602715664999347,57,8.893158435821533,2.0210671424865723
208,1714509867.4775739,0.26736366482568996,0.20216958683964384,0.05689304164566546,0.21047062318002452,58,8.958152770996094,2.086060047149658
229,1714509867.5480297,0.33722689903348224,0.4199917644256955,0.06531967782274563,0.2719072212107366,59,9.028608560562134,2.1565496921539307
252,1714509867.631172,0.24412367923377107,0.15597506946477446,0.03506889735666757,0.2090547818771035,60,9.111750841140747,2.2396764755249023
277,1714509867.7089183,0.19305652336701074,0.141301539061728,0.02341330294656277,0.16964322042044797,61,9.189497232437134,2.3174259662628174
305,1714509867.7940397,0.1522645248770659,0.2465669303695239,0.02534084953178763,0.12692367534527826,62,9.27461862564087,2.40252423286438
335,1714509867.894958,0.07452702902683515,0.08024403620269327,0.005460003397311509,0.06906702562952365,63,9.375536918640137,2.5034563541412354
369,1714509868.0056624,0.07096550444602161,0.17159903536371762,0.015468884452388625,0.055496619993632985,64,9.486241340637207,2.614179849624634
406,1714509868.1272566,0.04572114085451728,0.1605473072034016,0.01308998946853092,0.03263115138598636,65,9.607835531234741,2.735736846923828
446,1714509868.2515693,0.02477720264480287,0.04049858652918821,0.0038449978163270938,0.020932204828475777,66,9.732148170471191,2.860105037689209
491,1714509868.4013276,0.01274315149414251,0.04369306760634463,0.0021523823620913114,0.010590769132051198,67,9.881906509399414,3.0097899436950684
540,1714509868.5478303,0.01799197617892231,0.05619000669301195,0.003367081048555367,0.014624895130366944,68,10.028409242630005,3.156337022781372
594,1714509868.7012649,0.010332721876397642,0.037645962414350545,0.001656513654803452,0.00867620822159419,69,10.181843757629395,3.3098249435424805
653,1714509868.8789282,0.005932719281115897,0.03122062132915797,0.0013831891468342565,0.004549530134281641,70,10.359507083892822,3.4874744415283203
718,1714509869.0780494,0.003123250859389749,0.018745416598892277,0.0004973209800081071,0.002625929879381642,71,10.55862832069397,3.686591625213623
790,1714509869.2997155,0.002906578184726634,0.014645247447876123,0.0004614464558625493,0.0024451317288640847,72,10.780294418334961,3.908219337463379
869,1714509869.5388968,0.002328246569970451,0.016056284176936254,0.0003292131615130516,0.0019990334084573993,73,11.01947569847107,4.147429704666138
956,1714509869.784484,0.0020970478752335257,0.012544236089630949,0.00028988866346952614,0.0018071592117639998,74,11.265062808990479,4.392998218536377
1052,1714509870.061104,0.0018801928456795016,0.011902571135686603,0.0002377961434035523,0.0016423967022759494,75,11.541682958602905,4.669602394104004
1157,1714509870.376789,0.0017396691296399421,0.010491091987825293,0.0002069652964395312,0.0015327038332004109,76,11.857367992401123,4.985241174697876
1272,1714509870.7280328,0.0016148763958959264,0.010647469114551139,0.00018553374513552613,0.0014293426507604003,77,12.208611726760864,5.336537599563599
1400,1714509871.141866,0.0014994590062403852,0.009850721678167812,0.000158052298495118,0.0013414067077452672,78,12.622444868087769,5.750310897827148
1539,1714509871.5706363,0.001391964923271894,0.008840243002504957,0.0001332482004308031,0.0012587167228410908,79,13.051215171813965,6.179143667221069
1693,1714509872.0288148,0.0012870291402067241,0.008251497833968877,0.00011351921338465887,0.0011735099268220652,80,13.509393692016602,6.637268781661987
1863,1714509872.5326576,0.0011847565411660722,0.007617713478920539,9.51432654757071e-05,0.001089613275690365,81,14.01323652267456,7.141178607940674
2049,1714509873.0832202,0.0010855756284181305,0.0069927813810609285,7.921959639481689e-05,0.0010063560320233136,82,14.563799142837524,7.691701412200928
2254,1714509873.6811109,0.0009883723052266328,0.006461530249910364,6.58787296541013e-05,0.0009224935755725314,83,15.161689758300781,8.289589643478394
2479,1714509874.3731265,0.0008933665449052746,0.0059564027883918765,5.4863934719827004e-05,0.0008385026101854476,84,15.853705406188965,8.981579065322876
2727,1714509875.1051493,0.0008002856524752949,0.005514600134429323,4.5938850985635264e-05,0.0007543468014896596,85,16.58572816848755,9.713676929473877
3000,1714509875.913211,0.0007099900293911591,0.005126197388762613,3.877532367691445e-05,0.0006712147057142446,86,17.393790006637573,10.521688222885132
3299,1714509876.799762,0.0006244954547328143,0.004782376725753922,3.304177890407092e-05,0.0005914536758287434,87,18.280340909957886,11.408268451690674
3629,1714509877.755655,0.0005455153785916087,0.0044704506924138215,2.8374634909120524e-05,0.0005171407436824881,88,19.236233949661255,12.364119291305542
3992,1714509878.8269262,0.000475525664019417,0.004180004865776933,2.4517103369629248e-05,0.00045100856064978775,89,20.307505130767822,13.43541431427002
4391,1714509879.9873521,0.00041503553502069703,0.0038959613307991826,2.1168481625923304e-05,0.00039386705339477374,90,21.467931032180786,14.595842361450195
4831,1714509881.3397107,0.0003623870459675383,0.003604446562708735,1.8084396409271292e-05,0.000344302649558267,91,22.820289611816406,15.9481680393219
5314,1714509882.7744126,0.00031574254587807916,0.0033073827831397464,1.5239800441721788e-05,0.00030050274543635735,92,24.25499153137207,17.382885932922363
5845,1714509884.3385956,0.0002734903434753658,0.0030157087802911947,1.2708917150243295e-05,0.0002607814263251225,93,25.81917452812195,18.947023391723633
6429,1714509886.1173089,0.00023475228786330382,0.0027404184521948745,1.0549070952915147e-05,0.00022420321691038868,94,27.597887754440308,20.725815296173096
7072,1714509888.0790386,0.00019897705952960336,0.002486189443200806,8.750606617556467e-06,0.0001902264529120469,95,29.559617519378662,22.687477111816406
7779,1714509890.239091,0.0001658618425997306,0.002252983280620711,7.267976459943971e-06,0.00015859386613978663,96,31.719669818878174,24.847594022750854
8557,1714509892.5940905,0.00013518197678599644,0.002038457262447565,6.048658276266735e-06,0.0001291333185097297,97,34.0746693611145,27.202299118041992
9413,1714509895.275453,0.00010699901462689766,0.0018421447778594828,5.0605005305555334e-06,0.00010193851409634213,98,36.75603199005127,29.883862495422363
10354,1714509898.222353,8.172396558461115e-05,0.001668063986445736,4.296321582820138e-06,7.742764400179101e-05,99,39.70293188095093,32.83085536956787
11389,1714509901.35099,6.000469978083372e-05,0.0015258142808420817,3.7645752573171997e-06,5.624012452351652e-05,100,42.83156895637512,35.95951318740845
12528,1714509904.7080812,4.252441178399609e-05,0.001426001253245322,3.4599366943648607e-06,3.906447508963123e-05,101,46.18866014480591,39.31657791137695
13781,1714509908.381422,2.9721317158447284e-05,0.0013675876866941204,3.3225321930183054e-06,2.6398784965428978e-05,102,49.862000942230225,42.989917039871216
15159,1714509912.3911457,2.143984709042319e-05,0.0013331878002368132,3.2435287006245698e-06,1.819631838979862e-05,103,53.8717246055603,46.99958920478821
16675,1714509916.8216474,1.6620818272691013e-05,0.0013030712184969422,3.133455113250314e-06,1.3487363159440699e-05,104,58.302226305007935,51.430087089538574
18342,1714509921.7422283,1.3788399303079993e-05,0.0012674656749910593,2.968489851640653e-06,1.081990945143934e-05,105,63.22280716896057,56.35040092468262
20177,1714509927.2669904,1.1904884358954966e-05,0.0012240608499326016,2.762805145255651e-06,9.142079213699315e-06,106,68.74756932258606,61.87544226646423
22194,1714509933.2381823,1.0519409271831935e-05,0.001172618865823484,2.5318573751955366e-06,7.987551896636398e-06,107,74.71876120567322,67.84664702415466
24414,1714509939.8202538,9.451960094833982e-06,0.0011136953600645568,2.2858245588404605e-06,7.166135535993521e-06,108,81.30083274841309,74.42867755889893
26855,1714509947.0589545,8.602821684347382e-06,0.0010493130853551523,2.035984859202354e-06,6.566836825145028e-06,109,88.53953337669373,81.66709542274475
29540,1714509955.022113,7.899492074677741e-06,0.0009820121859047558,1.7930060849957608e-06,6.10648598968198e-06,110,96.50269198417664,89.63056325912476
32494,1714509963.6318498,7.293767261786262e-06,0.0009139567609749573,1.5645034623227313e-06,5.72926379946353e-06,111,105.11242866516113,98.24036312103271
35744,1714509973.1443865,6.756723501167591e-06,0.0008466450843269551,1.354602645797779e-06,5.402120855369812e-06,112,114.62496542930603,107.75291633605957
39318,1714509983.666434,6.2723325409350845e-06,0.0007810677844788319,1.1649905930658544e-06,5.10734194786923e-06,113,125.14701294898987,118.2745852470398
43250,1714509995.2037778,5.831464609865292e-06,0.0007178149060669884,9.956821053918519e-07,4.83578250447344e-06,114,136.68435668945312,129.8122043609619
47575,1714510007.8858478,5.42900343005933e-06,0.0006573107708122123,8.459867164498064e-07,4.583016713609524e-06,115,149.3664267063141,142.49430990219116
52332,1714510021.8106723,5.061226396274887e-06,0.0005998398800458658,7.147370568379563e-07,4.346489339436931e-06,116,163.29125118255615,156.41911458969116
57566,1714510036.9727051,4.7246272867202835e-06,0.0005455854498812724,6.005068803659479e-07,4.124120406354336e-06,117,178.45328402519226,171.58092427253723
63322,1714510053.8709803,4.415955324823148e-06,0.000494727870341219,5.018869315005068e-07,3.914068393322641e-06,118,195.3515591621399,188.4794762134552
69654,1714510072.152768,4.131719129300139e-06,0.00044737258941428406,4.17367140752722e-07,3.7143519885474174e-06,119,213.63334679603577,206.76117181777954
76620,1714510092.3742692,3.868793266749871e-06,0.00040361860308016085,3.455007961304517e-07,3.5232924706194193e-06,120,233.8548481464386,226.98249125480652
84281,1714510114.6643984,3.624633747262669e-06,0.00036356464477372636,2.8491560929037183e-07,3.339718137972297e-06,121,256.1449773311615,249.27291345596313
92710,1714510139.1948028,3.3971196836842294e-06,0.00032727440342073883,2.3426705836735995e-07,3.1628526253168693e-06,122,280.6753816604614,273.8030524253845
101980,1714510166.0100024,3.1849324756469557e-06,0.00029485300123270055,1.9235387830485791e-07,2.9925785973420977e-06,123,307.4905812740326,300.6184582710266
112178,1714510195.6120105,2.9870818444030568e-06,0.00026639700435328626,1.5804617687177516e-07,2.8290356675312818e-06,124,337.09258937835693,330.220490694046
123396,1714510228.2701137,2.8030126411278136e-06,0.00024203000829550207,1.3034285159542086e-07,2.6726697895323927e-06,125,369.7506926059723,362.8783748149872
135736,1714510264.2142098,2.6323448350723005e-06,0.00022185678257479667,1.0834049542303324e-07,2.5240043396492673e-06,126,405.6947886943817,398.8227195739746
149309,1714510303.4876409,2.474759487752144e-06,0.0002059080971148279,9.122194154418673e-08,2.3835375462079573e-06,127,444.9682197570801,438.0959093570709
164240,1714510346.693925,2.329824471130732e-06,0.00019405743629458445,7.823213056999608e-08,2.2515923405607357e-06,128,488.1745038032532,481.30228638648987
180664,1714510394.329618,2.196951384928513e-06,0.0001859609889872659,6.866861904697146e-08,2.1282827658815416e-06,129,535.8101968765259,528.9379246234894
198731,1714510446.763653,2.075285586803216e-06,0.00018104059037805345,6.186832857208188e-08,2.013417258231134e-06,130,588.2442319393158,581.3717973232269
218604,1714510504.6916344,1.9637170592021144e-06,0.00017854641673653145,5.721109555898992e-08,1.9065059636431244e-06,131,646.1722133159637,639.2999913692474
240464,1714510568.790971,1.8609033177127788e-06,0.00017766963961937516,5.412972113688259e-08,1.8067735965758962e-06,132,710.2715499401093,703.3992600440979
264510,1714510638.8803525,1.7653865486649274e-06,0.0001776613233065948,5.2128029401050825e-08,1.7132585192638765e-06,133,780.3609313964844,773.4885685443878
290961,1714510716.577202,1.6757263024740939e-06,0.00017791502528258175,5.0796935395557435e-08,1.6249293670785365e-06,134,858.0577809810638,851.1853604316711
320057,1714510802.5225434,1.5906282117019326e-06,0.0001780010472030709,4.9823231903994265e-08,1.5408049797979384e-06,135,944.0031223297119,937.1307508945465
341519,1714510865.3943603,1.5347315022837082e-06,0.00017782518223157014,4.924897597869486e-08,1.4854825263050133e-06,136,1006.8749392032623,1000.001505613327
