_runtime,loss,time,step,_step,l2_error,_timestamp,loss_boundary,loss_interior
102.1603364944458,1.5837323814760474e-08,98.21840262413025,1750,91,2.811342541994921e-05,1714358021.9884174,1.9417444987608666e-09,1.389557931599961e-08
108.36251068115234,1.3909732407057681e-08,104.4206428527832,1863,92,2.5084088851956245e-05,1714358028.1905916,1.4436207578820139e-09,1.2466111649175667e-08
114.88934421539307,1.239859220776101e-08,110.9474880695343,1982,93,2.2368056899022267e-05,1714358034.717425,1.1317109240673283e-09,1.1266881283693682e-08
121.99033880233765,1.1071429798368062e-08,118.0484209060669,2110,94,1.9628882674282877e-05,1714358041.8184197,8.801678197117466e-10,1.0191261978656316e-08
129.37836599349976,9.703664548739228e-09,125.43640065193176,2245,95,1.747228525357878e-05,1714358049.206447,6.995765776603114e-10,9.004087971078916e-09
137.3016538619995,8.281592007423132e-09,133.36013889312744,2389,96,1.6045353227652507e-05,1714358057.1297348,5.812742826926415e-10,7.70031772473049e-09
145.76002097129822,7.149746595540911e-09,141.81854224205017,2543,97,1.4686045138900653e-05,1714358065.5881019,4.745009888980268e-10,6.675245606642884e-09
154.71711897850037,6.291241473683305e-09,150.77554988861084,2706,98,1.303697871273937e-05,1714358074.5451999,3.8161230977040154e-10,5.909629163912904e-09
164.23739337921143,5.4916942053270115e-09,160.2955334186554,2880,99,1.1770724956046069e-05,1714358084.0654743,3.094328085133252e-10,5.1822613968136865e-09
174.3478138446808,4.828499712706694e-09,170.40642046928406,3065,100,1.089337681539708e-05,1714358094.1758947,2.6957574792537747e-10,4.558923964781317e-09
185.08330607414246,4.202320322236614e-09,181.14180493354797,3261,101,9.774933216275703e-06,1714358104.911387,2.3218524300043228e-10,3.970135079236182e-09
196.55092549324036,3.6325075849690678e-09,192.60942697525024,3471,102,8.688289267856515e-06,1714358116.3790064,1.8717717447090408e-10,3.445330410498164e-09
208.81991600990295,3.1171542358479388e-09,204.8780038356781,3694,103,7.904747486503447e-06,1714358128.647997,1.5735575549496593e-10,2.9597984803529728e-09
221.8695206642151,2.624574089067872e-09,217.92809438705444,3931,104,6.859027384358471e-06,1714358141.6976016,1.186629843709325e-10,2.5059111046969396e-09
235.71163749694824,2.2288791240031042e-09,231.7701027393341,4183,105,5.648968682516072e-06,1714358155.5397184,8.209586179734558e-11,2.1467832622057585e-09
250.43066501617432,1.86835919481e-09,246.4890763759613,4452,106,4.325760441236334e-06,1714358170.258746,5.350670671497497e-11,1.8148524880950253e-09
266.1333010196686,1.5647998928075864e-09,262.1916127204895,4738,107,3.6677634442837863e-06,1714358185.961382,3.865378005106577e-11,1.5261461127565206e-09
282.7331373691559,1.3046633768455263e-09,278.7916052341461,5042,108,3.1260982512059405e-06,1714358202.5612183,2.7741797009739912e-11,1.2769215798357864e-09
300.47398018836975,1.0735438591834938e-09,296.5320611000061,5366,109,2.8528696325370686e-06,1714358220.302061,2.2466780792459823e-11,1.051077078391034e-09
