_runtime,time,l2_error,step,_step,_timestamp,loss,loss_boundary,loss_interior
119.37733221054077,115.36077976226807,1.5657154929869213e-05,3299,87,1714840970.6320992,1.1209180275980891e-08,3.581608830238898e-10,1.0851019392957e-08
130.93428874015808,126.91693329811096,1.3238821459791051e-05,3629,88,1714840982.1890557,9.961952676805882e-09,2.769110780425148e-10,9.685041598763367e-09
143.23405027389526,139.21448063850403,1.211601438524479e-05,3992,89,1714840994.4888172,8.769097652108796e-09,2.1731650575901943e-10,8.551781146349776e-09
156.7598099708557,152.7431285381317,1.0283457446019901e-05,4391,90,1714841008.014577,7.55261648184364e-09,1.703641596052133e-10,7.382252322238426e-09
172.36228847503662,168.34578251838684,9.336510453122234e-06,4831,91,1714841023.6170554,6.432816659841614e-09,1.3589977889169882e-10,6.296916880949915e-09
189.37644410133362,185.35916590690613,8.156526798018722e-06,5314,92,1714841040.631211,5.433056910471542e-09,1.1248700957417423e-10,5.320569900897368e-09
207.7015950679779,203.68479466438293,7.6101477111579235e-06,5845,93,1714841058.956362,4.617580156049476e-09,9.872245266642643e-11,4.5188577033830495e-09
227.52032923698425,223.50373816490173,7.295520248062055e-06,6429,94,1714841078.7750962,3.956120538158692e-09,9.692561182285134e-11,3.859194926335841e-09
248.6115379333496,244.5949866771698,7.171383356016876e-06,7072,95,1714841099.8663049,3.4093491488130063e-09,9.309034206499397e-11,3.3162588067480124e-09
272.77733087539673,268.75856828689575,6.987667666510673e-06,7779,96,1714841124.0320978,2.9257062219306325e-09,9.265794238724646e-11,2.833048279543386e-09
298.9570724964142,294.94005942344666,7.0534259967121836e-06,8557,97,1714841150.2118394,2.4815368772262056e-09,9.379685610634292e-11,2.3877400211198627e-09
327.8611252307892,323.84437680244446,7.096897903554872e-06,9413,98,1714841179.1158922,2.1292677137399697e-09,9.500017922010238e-11,2.0342675345198673e-09
360.06415820121765,356.0453426837921,6.878458509552032e-06,10354,99,1714841211.3189251,1.8140452440734346e-09,9.060826111901548e-11,1.7234369829544193e-09
395.03627157211304,391.01985335350037,6.709412158534351e-06,11389,100,1714841246.2910385,1.56351834236431e-09,8.67324997187552e-11,1.4767858426455547e-09
432.88924860954285,428.87258434295654,6.546285688731212e-06,12528,101,1714841284.1440156,1.3484555107886435e-09,7.991347017075116e-11,1.2685420406178924e-09
475.2260594367981,471.2088074684143,6.314861114110568e-06,13781,102,1714841326.4808264,1.1697667901966743e-09,7.235684473111738e-11,1.097409945465557e-09
521.8594059944153,517.8427414894104,5.92808699484454e-06,15159,103,1714841373.114173,1.0234859906335547e-09,6.419884245514071e-11,9.59287148178414e-10
571.1461451053619,567.1296706199646,5.596605621552044e-06,16675,104,1714841422.400912,8.973059626121633e-10,5.714693343412158e-11,8.401590291780417e-10
629.3885545730591,625.3719809055328,5.270889816205406e-06,18342,105,1714841480.6433215,7.908301198065311e-10,4.982984817572183e-11,7.410002716308093e-10
692.3549861907959,688.3383195400238,4.930029199709013e-06,20177,106,1714841543.6097531,6.944434777200459e-10,4.315753780210853e-11,6.512859399179374e-10
761.1253488063812,757.1087415218353,4.5296966903003635e-06,22194,107,1714841612.3801157,6.07451295415964e-10,3.6328191301856806e-11,5.711231041141072e-10
838.1025443077087,834.0853638648987,4.100056392556055e-06,24414,108,1714841689.3573112,5.230115954305556e-10,2.9993433281218314e-11,4.930181621493373e-10
921.9382178783417,917.9191131591797,3.7236993276531596e-06,26855,109,1714841773.1929848,4.564517663757419e-10,2.4917803309973602e-11,4.315339630657683e-10
1004.0438103675842,1000.0272727012634,3.457670555763939e-06,29218,110,1714841855.2985773,4.1676660324796976e-10,2.151848002506627e-11,3.952481232229035e-10
