_runtime,time,_step,l2_error,loss_boundary,step,loss_interior,loss,_timestamp
121.03033661842346,117.53031182289124,65,9.599337726001446e-05,1.993242732674885e-08,135,3.5164071942194196e-08,5.509649926894305e-08,1711568926.7326965
127.26503801345825,123.76505827903748,66,9.381231237977153e-05,1.8182211445546085e-08,141,3.1523110312728415e-08,4.97053217582745e-08,1711568932.967398
133.22362804412842,129.72338390350342,67,9.91445119930794e-05,1.8158203143113464e-08,147,2.6287612447731632e-08,4.4445815590845096e-08,1711568938.925988
139.8061339855194,136.3060746192932,68,9.437962576614581e-05,1.644607027382193e-08,154,2.308199864716558e-08,3.952806892098751e-08,1711568945.508494
147.39886951446533,143.89887166023254,69,9.008154265164105e-05,1.3883320289181989e-08,160,2.0768788863773628e-08,3.465210915295562e-08,1711568953.1012294
157.20450901985168,153.70442962646484,70,8.185915242695152e-05,9.971308550013002e-09,167,1.8239556760777713e-08,2.8210865310790715e-08,1711568962.906869
161.9823281764984,158.48230528831482,71,6.329037535246516e-05,6.505069059202768e-09,174,1.6445568440946475e-08,2.2950637500149243e-08,1711568967.684688
175.18943047523499,171.68917727470398,72,6.418246512611041e-05,5.498485188996266e-09,182,1.351924171526485e-08,1.9017726904261118e-08,1711568980.8917904
185.55117917060852,182.05120015144348,73,5.5847672057692465e-05,4.640885030467499e-09,190,1.2166719047687054e-08,1.6807604078154552e-08,1711568991.253539
196.12971878051758,192.6296670436859,74,5.584106927205696e-05,3.8306116227986875e-09,198,1.0455787224357562e-08,1.428639884715625e-08,1711569001.8320787
207.51212668418884,204.01210069656372,75,4.954894506017651e-05,3.3468749497985207e-09,206,9.030577077655086e-09,1.2377452027453607e-08,1711569013.2144866
221.40050673484802,217.9002981185913,76,4.1985321311163045e-05,2.6287351151630456e-09,215,7.372693662834954e-09,1.0001428777997999e-08,1711569027.1028666
233.55820488929749,230.05818486213684,77,3.9604934037744626e-05,2.3799267722733044e-09,224,6.1703085421783025e-09,8.550235314451607e-09,1711569039.2605648
246.83844232559204,243.33840417861938,78,3.474901814419525e-05,1.992526684621218e-09,234,5.446395917629928e-09,7.438922602251145e-09,1711569052.5408022
259.0697329044342,255.5695517063141,79,3.0520230360656934e-05,1.6918510410592629e-09,244,4.6002098804678766e-09,6.2920609215271394e-09,1711569064.7720928
276.9924793243408,273.49239015579224,80,2.5483742480329975e-05,1.3915990552386985e-09,254,4.079579449595663e-09,5.471178504834362e-09,1711569082.6948392
293.2251989841461,289.7251901626587,81,2.162036020389865e-05,1.0573900199408281e-09,265,3.49997106984752e-09,4.557361089788348e-09,1711569098.927559
312.0717148780823,308.5714387893677,82,2.019741768120314e-05,9.077324829690742e-10,277,2.9531122787240063e-09,3.8608447616930805e-09,1711569117.7740748
327.5588722229004,324.05876660346985,83,1.9828558031697918e-05,8.007880814716874e-10,289,2.5328628793038683e-09,3.3336509607755555e-09,1711569133.2612321
349.5547921657562,346.05479097366333,84,1.7992876650733437e-05,6.988182100304602e-10,301,2.1755374903508684e-09,2.8743557003813285e-09,1711569155.257152
369.22541785240173,365.72533440589905,85,1.5718004057537974e-05,5.991231798833857e-10,314,1.8319505608867956e-09,2.4310737407701813e-09,1711569174.9277778
389.60895347595215,386.10872197151184,86,1.5882376205698797e-05,5.558218853344447e-10,327,1.657274615683573e-09,2.2130965010180177e-09,1711569195.3113134
419.87103748321533,416.37103819847107,87,1.362439974919148e-05,4.4039862454221785e-10,342,1.3111321652282367e-09,1.7515307897704545e-09,1711569225.5733974
449.0985441207886,445.59827184677124,88,1.2563999401495983e-05,3.429336344270069e-10,356,1.0715352485022176e-09,1.4144688829292245e-09,1711569254.800904
480.25902700424194,476.7589771747589,89,1.105113410934043e-05,2.4719586281352374e-10,371,8.81298177096845e-10,1.1284940399103687e-09,1711569285.961387
511.76138710975647,508.2613203525543,90,1.012541314392212e-05,1.8224919057949472e-10,387,7.273651539967008e-10,9.096143445761955e-10,1711569317.463747
553.507387638092,550.0071547031403,91,8.745630013931263e-06,1.242028533493909e-10,404,5.820297207434384e-10,7.062325740928293e-10,1711569359.2097476
597.016765832901,593.5165617465973,92,8.027366896108446e-06,9.015506024074721e-11,421,4.727998114877869e-10,5.629548717285342e-10,1711569402.7191257
643.9528913497925,640.452802658081,93,7.87211585392221e-06,7.295938243210344e-11,439,3.801157978572e-10,4.530751802893034e-10,1711569449.6552513
698.2680740356445,694.7677698135376,94,7.465332586387299e-06,6.880771294934076e-11,458,3.077739950075434e-10,3.765817079568842e-10,1711569503.970434
750.8904337882996,747.3901705741882,95,7.504134598071729e-06,7.331130170956775e-11,478,2.591485537470799e-10,3.324598554566477e-10,1711569556.5927937
809.8293702602386,806.3290379047394,96,7.492976098050824e-06,7.806125089179506e-11,499,2.2578527724401325e-10,3.038465281358083e-10,1711569615.5317302
