loss,time,l2_error,_step,_timestamp,loss_boundary,loss_interior,_runtime,step
122.06937911054804,1827.711133480072,1.5767293826606763,121,1713919148.2566178,1.4722765131163433,120.5971025974317,1831.691773891449,206017
122.06855228361795,2004.7502255439758,1.5767683873210483,122,1713919325.2959156,1.4714496861862527,120.5971025974317,2008.7310717105865,225118
122.06853110643955,2180.996700525284,1.5770828037591038,123,1713919501.5424411,1.4714285090078438,120.5971025974317,2184.9775972366333,245989
122.06853110734245,2373.283208847046,1.5770861604832611,124,1713919693.8287704,1.4714285099107571,120.5971025974317,2377.2639265060425,268796
122.0685719157999,2584.5298311710358,1.5769952546106227,125,1713919905.075155,1.4714693183681868,120.5971025974317,2588.510311126709,293717
122.06853110643955,2829.8299963474274,1.5770828039765017,126,1713920150.3757474,1.4714285090078438,120.5971025974317,2833.8109035491943,320949
122.06853116393678,3130.2922480106354,1.5770947835817306,127,1713920450.8379693,1.4714285665050835,120.5971025974317,3134.27312541008,350705
122.06853159322453,3405.5772609710693,1.5770634153870615,128,1713920726.1227624,1.4714289957928381,120.5971025974317,3409.557918548584,383221
122.06887674525117,3714.279896736145,1.5786631482849043,129,1713921034.8255508,1.4717741478194724,120.5971025974317,3718.2607069015503,418751
122.06853110643962,4155.954607963562,1.5770828029395827,130,1713921476.5003042,1.4714285090079198,120.5971025974317,4159.935460329056,457575
122.06853110643955,4586.786002635956,1.57708280369802,131,1713921907.331768,1.4714285090078438,120.5971025974317,4590.7669241428375,499999
