l2_error,_step,_runtime,loss_boundary,step,time,_timestamp,loss_interior,loss
0.0002239848332237968,70,91.88013672828674,7.480143698275734e-08,653,88.19756245613098,1714523651.2010686,8.750825148612983e-07,9.498839518440556e-07
0.00020092972600203532,71,100.54049038887024,5.261904992861336e-08,718,96.85769820213318,1714523659.8614223,6.362207811042353e-07,6.888398310328486e-07
0.0001787338925923317,72,110.11178827285767,3.6844494017849017e-08,790,106.42905354499817,1714523669.4327202,4.6278304104022214e-07,4.996275350580712e-07
0.00015755509590656275,73,120.22300243377686,2.6140840819610402e-08,869,116.5403504371643,1714523679.5439343,3.308760704268036e-07,3.57016911246414e-07
0.00012519503400330374,74,131.80066800117493,1.6310316440626307e-08,956,128.1180078983307,1714523691.1216,2.3054649492171706e-07,2.468568113623434e-07
8.686757263795978e-05,75,144.7522394657135,7.879112866713122e-09,1052,141.06946659088135,1714523704.0731714,1.5438744535800013e-07,1.6226655822471325e-07
6.15409725683732e-05,76,158.34073281288147,4.0863944926882935e-09,1157,154.65830612182617,1714523717.6616647,1.0205552415979857e-07,1.0614191865248686e-07
4.06965036182377e-05,77,173.39565539360046,2.3706314804092543e-09,1272,169.71300768852234,1714523732.7165873,6.109672904645207e-08,6.346736052686133e-08
3.2266821891093126e-05,78,190.13954663276672,1.731137522205989e-09,1400,186.45699262619019,1714523749.4604785,3.720873085076884e-08,3.8939868372974826e-08
2.8305970312503774e-05,79,208.0209345817566,1.3409204399466814e-09,1539,204.33833003044128,1714523767.3418665,2.1447455492329678e-08,2.278837593227636e-08
2.567630996675809e-05,80,228.47541046142578,1.079080311596467e-09,1693,224.79256296157837,1714523787.7963424,1.2988990056510099e-08,1.4068070368106566e-08
2.3266082474658996e-05,81,251.0838885307312,8.848404900833021e-10,1863,247.3988320827484,1714523810.4048204,8.584295870020125e-09,9.469136360103427e-09
2.1224086005519996e-05,82,275.20163464546204,7.106331888872187e-10,2049,271.5188617706299,1714523834.5225666,5.778800667187067e-09,6.489433856074286e-09
1.9670034088586283e-05,83,302.40980100631714,5.79755948717254e-10,2254,298.72541403770447,1714523861.730733,4.1958736491073475e-09,4.775629597824601e-09
1.8417706555440017e-05,84,332.08056592941284,4.836722085287218e-10,2479,328.3976809978485,1714523891.4014978,3.142028893629048e-09,3.62570110215777e-09
1.7346742267386972e-05,85,364.0188238620758,4.1107714881487736e-10,2727,360.3363952636719,1714523923.3397558,2.4039608086312995e-09,2.815037957446177e-09
1.642263422073523e-05,86,399.14394211769104,3.546677012356528e-10,3000,395.4614579677582,1714523958.464874,1.8790044966126524e-09,2.233672197848305e-09
1.5596467861410558e-05,87,437.4872078895569,3.0787870540024757e-10,3299,433.8046019077301,1714523996.8081398,1.490339321627925e-09,1.7982180270281726e-09
1.4802225995173516e-05,88,479.76545214653015,2.6649828250903773e-10,3629,476.08261036872864,1714524039.086384,1.1861732911927504e-09,1.4526715737017882e-09
1.399412193687523e-05,89,526.302759885788,2.2854018018806362e-10,3992,522.6203005313873,1714524085.6236918,9.404169038787334e-10,1.168957084066797e-09
1.3213983401246356e-05,90,577.4503657817841,1.960447169223389e-10,4391,573.7673327922821,1714524136.7712977,7.506459868681377e-10,9.466907037904766e-10
1.2405715846227061e-05,91,635.2348895072937,1.6646549290033525e-10,4831,631.5522177219391,1714524194.5558214,6.000099556760727e-10,7.664754485764079e-10
1.1627823090662766e-05,92,697.0469980239868,1.4138246600352154e-10,5314,693.3641362190247,1714524256.36793,4.866662741022915e-10,6.28048740105813e-10
1.0935332251019985e-05,93,766.9459211826324,1.2050138642752839e-10,5845,763.2633156776428,1714524326.266853,4.0222736853247063e-10,5.22728754959999e-10
1.0252335268531668e-05,94,841.8778066635132,1.0204393155838704e-10,6429,838.195520401001,1714524401.1987386,3.348790805924845e-10,4.369230121508716e-10
9.588212632554456e-06,95,925.913476228714,8.566531533001088e-11,7072,922.2294359207153,1714524485.2344081,2.806924825207687e-10,3.6635779785077956e-10
9.07868026077155e-06,96,1003.736711025238,7.409316890440031e-11,7659,1000.0538041591644,1714524563.057643,2.4523089064894803e-10,3.1932405955334835e-10
