loss,_runtime,l2_error,loss_boundary,loss_interior,time,_step,step,_timestamp
0.0034220928251276865,29.89046835899353,0.03177169316433788,0.0009069988031452367,0.0025150940219824496,24.958191871643066,85,8465,1713882664.5328023
0.002905713305178471,32.028231143951416,0.029108397811518718,0.0007631115322888256,0.002142601772889645,27.0960431098938,86,9250,1713882666.6705651
0.0025863634143097987,34.30733108520508,0.027515836138974775,0.0006921407315238638,0.001894222682785935,29.375295639038086,87,10108,1713882668.949665
0.11864013199089571,36.80601644515991,0.1957830855169755,0.014506433147649983,0.10413369884324572,31.87351393699646,88,11045,1713882671.4483504
0.0019182541054487594,39.52104926109314,0.02416932715880642,0.0005438860579594624,0.0013743680474892972,34.58894634246826,89,12069,1713882674.1633832
0.0017046434081922153,42.50384044647217,0.023180749254207336,0.0005069995748203229,0.0011976438333718925,37.571818113327026,90,13188,1713882677.1461744
0.001425529967539577,45.762556076049805,0.02142982747212495,0.00043106312504202494,0.000994466842497552,40.83016777038574,91,14411,1713882680.40489
0.0012744805865658802,49.31535840034485,0.02057002471399182,0.00039968357717401183,0.0008747970093918683,44.383322954177856,92,15747,1713882683.9576924
0.0011395117299992069,53.19801902770996,0.01969249541251717,0.0003679353033589899,0.0007715764266402169,48.265719413757324,93,17207,1713882687.840353
0.0010197030081803163,57.466753005981445,0.018833616376914525,0.0003377651161708979,0.0006819378920094185,52.5346302986145,94,18802,1713882692.109087
0.000914211296122453,62.083863496780396,0.01800509477528186,0.0003097670507752228,0.0006044442453472303,57.15181374549866,95,20546,1713882696.7261975
0.0008154635558063896,67.1588363647461,0.017105671850017122,0.00027987885455900196,0.0005355847012473876,62.22652721405029,96,22451,1713882701.8011703
0.0007227699432061799,72.69753646850586,0.01611109894277713,0.00024760720923833434,0.00047516273396784554,67.76548981666565,97,24532,1713882707.3398705
0.0006390782925990124,78.73519682884216,0.015107032677393146,0.00021686344559146038,0.00042221484700755195,73.8028199672699,98,26807,1713882713.3775308
0.0005648185234474421,85.33559131622314,0.014134277845855721,0.0001891600562831422,0.0003756584671642999,80.40355253219604,99,29292,1713882719.9779253
0.0005291531271917212,92.57717967033386,0.013831252840001841,0.00018383813548079222,0.00034531499171092903,87.64469766616821,100,32008,1713882727.2195137
0.0004586004701156789,100.46265649795532,0.012658762267173558,0.00015208169277941818,0.0003065187773362607,95.53061985969543,101,34976,1713882735.1049905
0.0004191040595791056,109.05467295646667,0.012100880018787789,0.00013974527562756318,0.0002793587839515424,104.12227964401245,102,38219,1713882743.697007
0.0017399434473834173,118.45804810523987,0.012132539884003715,0.0003089264457327139,0.0014310170016507034,113.52600836753845,103,41762,1713882753.100382
0.00033028720428843303,128.73066759109497,0.01056065294557601,0.00010296435348982123,0.0002273228507986118,123.79841113090515,104,45634,1713882763.3730016
0.001033332183120532,139.94917821884155,0.01881044042768931,0.00019030297034021914,0.0008430292127803129,135.01714301109314,105,49865,1713882774.5915122
0.0002743740292411444,152.18228483200073,0.009475118165175716,8.434418549205727e-05,0.00019002984374908718,147.25001549720764,106,54488,1713882786.8246188
0.00024356635416472605,165.656569480896,0.0087878096211504,7.165807455399862e-05,0.00017190827961072742,160.72415733337402,107,59540,1713882800.2989035
0.0002223876117569551,180.3996284008026,0.008348104898408547,6.454514633005783e-05,0.00015784246542689727,175.46724247932434,108,65060,1713882815.0419624
0.00020268896316719652,196.51501965522766,0.007905425937898775,5.7755407267172005e-05,0.0001449335559000245,191.5826256275177,109,71092,1713882831.1573536
0.00018342961226255626,214.0889072418213,0.007406361826036536,5.0385804002722695e-05,0.00013304380825983355,209.15651512145996,110,77684,1713882848.7312412
0.00016442666801188042,233.26956725120544,0.006856807227289766,4.257027218040208e-05,0.00012185639583147833,228.33727383613586,111,84886,1713882867.9119012
0.0001481949025277526,254.17172122001648,0.006346806620859367,3.60550399786016e-05,0.00011213986254915102,249.23937702178955,112,92756,1713882888.8140552
0.00013603460039645244,277.0918574333191,0.005968516754827637,3.1800141339598324e-05,0.0001042344590568541,272.1594524383545,113,101356,1713882911.7341914
0.00012520526167579212,302.1001811027527,0.005601347186756242,2.7924955331890404e-05,9.72803063439017e-05,297.16780519485474,114,110753,1713882936.742515
0.00011410417001577608,329.356351852417,0.005163983924373478,2.3513805826503663e-05,9.059036418927242e-05,324.42397117614746,115,121022,1713882963.9986858
0.00010420308034783974,359.10314106941223,0.004730055980025252,1.9479048767686464e-05,8.472403158015328e-05,354.1708028316498,116,132242,1713882993.745475
9.714486982099171e-05,391.94868063926697,0.004428799727745041,1.7125009615846645e-05,8.001986020514506e-05,387.0162591934204,117,144503,1713883026.5910146
9.003475931856668e-05,427.74244689941406,0.0040954778831690805,1.4481899261385514e-05,7.555286005718116e-05,422.81002950668335,118,157900,1713883062.384781
8.285601549448907e-05,466.7210502624512,0.0037023332438221777,1.1725458009903114e-05,7.113055748458595e-05,461.78870153427124,119,172540,1713883101.3633842
7.668052817111565e-05,509.4182209968567,0.003353163835399033,9.514694780938693e-06,6.716583339017696e-05,504.4858524799347,120,188537,1713883144.060555
7.218896412694972e-05,555.9691829681396,0.0030945410423404867,8.0807352897261e-06,6.410822883722363e-05,551.0368137359619,121,206017,1713883190.611517
6.828453586258018e-05,606.8685483932495,0.002859934705684837,6.874511840229961e-06,6.141002402235021e-05,601.9362554550171,122,225118,1713883241.5108824
6.468999937001162e-05,662.3661596775055,0.0026377532161432383,5.814944391816805e-06,5.887505497819482e-05,657.4337496757507,123,245989,1713883297.0084937
6.162582364278941e-05,723.0153422355652,0.0024522309160428884,5.020419657657261e-06,5.660540398513214e-05,718.0829346179962,124,268796,1713883357.6576762
5.830529132994276e-05,789.4334318637848,0.0022423917922164516,4.189616154800905e-06,5.4115675175141856e-05,784.5010507106781,125,293717,1713883424.0757658
5.5203286166865716e-05,861.8611903190613,0.0020602009294192,3.5430269284865553e-06,5.166025923837916e-05,856.9288911819458,126,320949,1713883496.5035243
5.1905066838907535e-05,940.9860188961029,0.0018735468251862588,2.9562062553855627e-06,4.894886058352197e-05,936.0536572933197,127,350705,1713883575.6283529
0.00043015830621945207,1027.5196328163147,0.011003730257324821,5.184284341448542e-05,0.00037831546280496666,1022.5873332023621,128,383221,1713883662.1619668
6.140004683661286e-05,1122.4840524196625,0.002932310095427767,4.043682571022293e-06,5.7356364265590576e-05,1117.5516698360443,129,418751,1713883757.1263864
4.29114371274418e-05,1226.5527033805847,0.0013823956979879834,1.7057928469591675e-06,4.120564428048263e-05,1221.6204257011414,130,457575,1713883861.1950374
4.0425231030548106e-05,1339.0767617225647,0.0012446930651669145,1.4121364857116562e-06,3.901309454483645e-05,1334.1444602012634,131,499999,1713883973.7190957
