loss_boundary,_runtime,_timestamp,loss,step,_step,time,loss_interior,l2_error
6.233044419381219e-05,5178.134375095367,1712896449.016345,0.00014422014887888432,4163,91,5174.053891420364,8.188970468507212e-05,0.008465514690269708
6.056299535508991e-05,5573.22806763649,1712896844.1100376,0.0001403657696925969,4479,92,5569.14755320549,7.980277433750698e-05,0.008425011817161826
5.9602645150895925e-05,5998.641414403915,1712897269.5233843,0.0001373207036755404,4819,93,5994.56091094017,7.771805852464448e-05,0.008392697326019395
5.944359498744935e-05,6457.900690078735,1712897728.78266,0.00013529030970337876,5184,94,6453.820287704468,7.58467147159294e-05,0.008392773746100712
5.962519328321404e-05,6954.501004934311,1712898225.3829749,0.0001340142942291913,5577,95,6950.420478343964,7.438910094597727e-05,0.008382846538493988
5.9482649235128566e-05,7487.262103557587,1712898758.1440735,0.00013262725262207995,6000,96,7483.181672096252,7.314460338695138e-05,0.008355473549027645
5.845731149940955e-05,8063.740112066269,1712899334.622082,0.00013051395242539025,6456,97,8059.6596326828,7.205664092598071e-05,0.008288782431449251
5.673184371268537e-05,8678.594064235687,1712899949.4760342,0.0001278086419371767,6945,98,8674.512292385101,7.107679822449134e-05,0.008197772144472256
5.540800415425254e-05,9340.883429050446,1712900611.765399,0.00012558190030569216,7472,99,9336.802938222885,7.017389615143962e-05,0.008138299693196323
5.467972319784184e-05,10047.621665239334,1712901318.5036352,0.0001238144561774372,8039,100,10043.541231870651,6.913473297959536e-05,0.008137527239811884
5.391805227905663e-05,10813.683008432388,1712902084.5649784,0.00012241902215704456,8649,101,10809.585690498352,6.850096987798792e-05,0.008102507407121151
5.220723394504608e-05,11634.015181303024,1712902904.8971512,0.00011861829810325386,9305,102,11629.934741258621,6.641106415820778e-05,0.007968358419125972
5.2918660547562574e-05,12517.51546573639,1712903788.3974357,0.0001149286044544704,10010,103,12513.4350502491,6.200994390690782e-05,0.007998956069073263
5.332957756247977e-05,13471.533594608307,1712904742.4155645,0.00011077399634690121,10770,104,13467.453124284744,5.744441878442145e-05,0.008020225521658512
