_runtime,_timestamp,loss_boundary,loss,l2_error,loss_interior,step,time,_step
214.07660245895386,1711638401.1498303,0.0005716743114807264,0.002861970148224273,0.026672578357727954,0.0022902958367435463,925,209.511061668396,94
225.12020993232727,1711638412.1934378,0.0005608373270164741,0.0028002435156826632,0.026476306128750248,0.0022394061886661892,974,220.5546383857727,95
236.5358374118805,1711638423.6090653,0.0005506255356747978,0.0027434533365412904,0.02626149158338933,0.0021928278008664925,1025,231.9700255393982,96
248.68180513381958,1711638435.755033,0.0005441140928976878,0.002684424410898572,0.02609518946770501,0.002140310318000884,1079,244.11605668067932,97
261.3549144268036,1711638448.4281423,0.0005335761334990944,0.0026339936751710443,0.02593457343315961,0.00210041754167195,1136,256.78943943977356,98
274.7834668159485,1711638461.8566947,0.00044649144638680673,0.0023956273062730187,0.02441074217114459,0.001949135859886212,1196,270.21798634529114,99
288.81870222091675,1711638475.89193,0.0004608263120596032,0.0022683190463595234,0.024930226601834037,0.0018074927342999203,1259,284.252676486969,100
303.9860348701477,1711638491.0592628,0.00044306682117922335,0.00214050882944823,0.023996942999525605,0.0016974420082690065,1325,299.41998171806335,101
319.52129912376404,1711638506.594527,0.0004262057518086911,0.0020691884930065635,0.023434184185282342,0.0016429827411978723,1395,314.95584511756897,102
336.01702332496643,1711638523.0902512,0.00041510038593559474,0.001997569930857598,0.02302344201337834,0.001582469544922003,1468,331.4515736103058,103
353.22951078414917,1711638540.3027387,0.00039195090871254934,0.0017350969776003982,0.022342770633140392,0.001343146068887849,1546,348.6635322570801,104
371.3727536201477,1711638558.4459815,0.0003615147067218173,0.0016555014631108025,0.021587295319187128,0.001293986756388985,1627,366.8072917461395,105
390.7656464576721,1711638577.8388743,0.000339530415125164,0.0015911599701986892,0.0209454212516826,0.001251629555073525,1713,386.2001807689667,106
410.95132064819336,1711638598.0245485,0.0003222472236283329,0.001535898184977273,0.020345451370433414,0.00121365096134894,1803,406.3853883743286,107
432.2056200504303,1711638619.278848,0.0003053250664902804,0.0014865909206028566,0.01977244654107203,0.0011812658541125762,1898,427.6403410434723,108
454.67867517471313,1711638641.751903,0.0002898782367036701,0.0014443789908345137,0.019264881084294288,0.0011545007541308436,1998,450.11294865608215,109
