_step,_runtime,time,loss,l2_error,loss_boundary,loss_interior,step,_timestamp
36,21.925667762756348,17.944502353668213,0.001721117812026404,0.018364652679991992,0.00028817950909275364,0.0014329383029336505,36,1714543787.4840078
37,22.309372186660767,18.32820153236389,0.001694272798672475,0.018374475565093147,0.00029205373620753343,0.0014022190624649415,37,1714543787.8677123
38,23.08960509300232,19.10835576057434,0.001657142194889228,0.018338439601179056,0.0002938117141967014,0.0013633304806925264,38,1714543788.6479452
39,23.253953218460083,19.272806406021118,0.0016332399903786219,0.01844980158085107,0.00029445651529600635,0.0013387834750826155,39,1714543788.8122933
40,23.43157434463501,19.450403690338135,0.001604535483224166,0.0185254128219617,0.00029996626156919516,0.0013045692216549709,40,1714543788.9899144
41,23.84475541114807,19.86356830596924,0.0015871653281091197,0.018544036349556033,0.0003090237201884937,0.001278141607920626,42,1714543789.4030955
42,25.774924278259277,21.79335117340088,0.0015430640873152425,0.019053469554416193,0.0003250421508173826,0.0012180219364978599,46,1714543791.3332644
43,27.37192440032959,23.390732049942017,0.0014260441011443668,0.016994058223078673,0.0002970100013808978,0.001129034099763469,50,1714543792.9302645
44,30.60537362098694,26.624187231063843,0.0009710636586491681,0.010474082573967603,0.00011780774371850016,0.0008532559149306679,55,1714543796.1637137
45,34.993295669555664,31.01211452484131,0.00040759185904315444,0.007971492083237209,3.7889665179166335e-05,0.0003697021938639881,61,1714543800.5516357
46,37.73953914642334,33.758061170578,0.0002897508535099686,0.005383803525542037,3.95885682736756e-05,0.00025016228523629303,67,1714543803.2978792
47,42.46180272102356,38.48056173324585,9.017458922381328e-05,0.0055682756826345315,2.1314908980846057e-05,6.885968024296722e-05,73,1714543808.0201428
48,45.983877420425415,42.002634048461914,5.3117803993921996e-05,0.0036866433259794187,1.1533891127976728e-05,4.158391286594527e-05,81,1714543811.5422175
49,50.01948308944702,46.03805160522461,3.6638596343280554e-05,0.0031643901443479654,8.086304369442009e-06,2.8552291973838543e-05,89,1714543815.5778232
50,57.181660652160645,53.20040726661682,1.9170041648083936e-05,0.002274331289501467,3.329050457197981e-06,1.5840991190885954e-05,98,1714543822.7400007
51,61.78272604942322,57.80127811431885,1.6445627115678928e-05,0.0019442511152057075,2.966780547154519e-06,1.3478846568524407e-05,107,1714543827.3410661
52,68.1349630355835,64.15351796150208,1.3646134020850295e-05,0.001647216304271906,2.031683268444636e-06,1.1614450752405659e-05,118,1714543833.693303
53,73.34881067276001,69.36758160591125,1.0701259594560242e-05,0.0017436212909971121,2.2178430846743142e-06,8.483416509885927e-06,130,1714543838.9071507
54,81.33751916885376,77.3562924861908,4.39049843205055e-06,0.0010326488615037958,1.0487987447835397e-06,3.34169968726701e-06,143,1714543846.8958592
55,91.54053997993469,87.5589804649353,2.0291850357964587e-06,0.0006784058751477892,3.2177865753775206e-07,1.7074063782587065e-06,157,1714543857.09888
56,97.52770352363586,93.54653310775757,1.6469922047404975e-06,0.0005835697731380715,2.2560931996042325e-07,1.4213828847800744e-06,172,1714543863.0860436
57,106.8819169998169,102.90073561668396,1.3169976983921904e-06,0.0005134258075388148,1.7920430013122716e-07,1.1377933982609634e-06,190,1714543872.440257
58,126.15979743003845,122.17815327644348,1.060741382162459e-06,0.00040816530582585313,1.0129065887825123e-07,9.594507232842079e-07,208,1714543891.7181375
59,144.56632256507874,140.58474850654602,9.455553228688858e-07,0.00037419873724879365,9.027485368392045e-08,8.552804691849654e-07,229,1714543910.1246626
60,165.49816370010376,161.5165684223175,8.651998667239498e-07,0.00031612775816891565,7.372011052699375e-08,7.91479756196956e-07,252,1714543931.0565038
61,185.62602019309998,181.64448165893555,7.769284816043403e-07,0.00024325659787323176,4.7940034287164493e-08,7.289884473171759e-07,277,1714543951.1843603
62,207.62455534934998,203.64299869537354,7.056333350482787e-07,0.00021733780461232713,4.254073977095612e-08,6.630925952773226e-07,305,1714543973.1828954
63,226.29905152320862,222.31751680374146,6.479922345101665e-07,0.00023718024474807844,4.7928235181257066e-08,6.000639993289095e-07,335,1714543991.8573916
64,250.2633147239685,246.28163385391235,5.810842425108166e-07,0.00022332093725386786,4.3751135304590135e-08,5.373331072062264e-07,369,1714544015.8216548
65,281.35327100753784,277.3715355396271,5.140883476577057e-07,0.0002287781522430162,4.240282359957456e-08,4.716855240581311e-07,406,1714544046.911611
66,316.0001277923584,312.0185556411743,4.27342951026082e-07,0.00021427058659873778,3.6437681924722815e-08,3.9090526910135923e-07,446,1714544081.5584679
67,354.19572925567627,350.2141728401184,3.3910771790719045e-07,0.0001894297268879839,2.659158320853207e-08,3.125161346986584e-07,491,1714544119.7540693
68,401.33903980255127,397.3575248718262,2.675123852311006e-07,0.0001742355183269838,2.103062135200273e-08,2.4648176387909787e-07,540,1714544166.8973799
69,452.41978764533997,448.4382040500641,2.1418634554519418e-07,0.00015321712772900994,1.6009513627489822e-08,1.9817683191770436e-07,594,1714544217.9781277
70,516.8580598831177,512.8765830993652,1.7005536640929447e-07,0.00012565656371736904,1.1819772758832342e-08,1.5823559365046214e-07,653,1714544282.4164
71,596.7188339233398,592.7371473312378,1.3188072222904347e-07,0.00012355870749126196,1.2689306214526227e-08,1.1919141601451724e-07,718,1714544362.277174
72,668.6995401382446,664.7179825305939,9.511738433911911e-08,0.00010554925699399755,1.0343998205842864e-08,8.477338613327625e-08,790,1714544434.2578802
73,733.2596743106842,729.2781028747559,5.5193987588986845e-08,8.006131779335933e-05,5.402811528198656e-09,4.979117606078819e-08,869,1714544498.8180144
74,827.2499258518219,823.2683305740356,2.278846923035234e-08,6.830676292516463e-05,3.6436441411285613e-09,1.9144825089223778e-08,956,1714544592.808266
75,950.0073816776276,946.0259191989899,1.125723974520615e-08,5.7968013011023836e-05,2.5159281967006713e-09,8.741311548505478e-09,1052,1714544715.5657218
76,1084.91552567482,1080.9340162277222,8.167288307257182e-09,4.636624730441488e-05,1.6626258186568678e-09,6.504662488600314e-09,1157,1714544850.4738657
77,1233.1551418304443,1229.1735558509827,6.8763330141605265e-09,3.711022977567919e-05,1.1011548410890463e-09,5.77517817307148e-09,1272,1714544998.713482
78,1397.9132192134857,1393.9316968917847,6.227795757382388e-09,3.111627884091002e-05,7.882927482060532e-10,5.439503009176335e-09,1400,1714545163.4715593
79,1575.2170782089233,1571.2355468273163,5.846710982645724e-09,2.7344504767569883e-05,6.112103158480937e-10,5.2355006667976305e-09,1539,1714545340.7754183
80,1771.3952238559723,1767.4136328697205,5.572912559789273e-09,2.4556802303453847e-05,4.918720341493551e-10,5.081040525639918e-09,1693,1714545536.953564
81,1988.9095792770386,1984.9280450344086,5.358100778528576e-09,2.2390039751282074e-05,4.0639443858855366e-10,4.951706339940022e-09,1863,1714545754.4679193
82,2224.6662402153015,2220.6848273277283,5.175325477461416e-09,2.058657416219031e-05,3.41810272918217e-10,4.833515204543198e-09,2049,1714545990.2245803
83,2483.5333058834076,2479.551727771759,5.013011251070242e-09,1.9086340103308285e-05,2.918594864807468e-10,4.721151764589495e-09,2254,1714546249.091646
84,2766.777975320816,2762.7964260578156,4.8668171915234165e-09,1.779917127281832e-05,2.529556638951092e-10,4.613861527628307e-09,2479,1714546532.3363154
85,3004.2751035690308,3000.293694257736,4.758392964246745e-09,1.692174707792161e-05,2.275157422418866e-10,4.530877222004859e-09,2665,1714546769.8334436
