l2_error,_timestamp,time,_step,loss_boundary,_runtime,loss_interior,loss,step
0.041685621152129725,1713028868.1028445,1130.6142251491547,113,0.001588943392617381,1134.3178124427795,0.010215134832623431,0.011804078225240811,20795
0.04038459661762876,1713028951.0571332,1213.5678889751434,114,0.0014818604453418654,1217.2721011638641,0.009758366822375799,0.011240227267717664,22372
0.03938265192920395,1713029040.7826688,1303.2934110164642,115,0.0013956392905694586,1306.997636795044,0.009395551331299316,0.010791190621868774,24069
0.03857637012760459,1713029137.215272,1399.7263391017914,116,0.0013219406578779147,1403.4302399158478,0.009089882491931277,0.010411823149809192,25894
0.037911388805505694,1713029241.5406117,1504.0518486499786,117,0.0012570915738376845,1507.7555797100067,0.008820717758638333,0.010077809332476017,27858
0.03734238597659363,1713029358.8995748,1621.4106585979462,118,0.001199541283536028,1625.114542722702,0.008577406100118798,0.009776947383654826,29971
0.03682719362918226,1713029480.8382967,1743.3490636348724,119,0.0011473389662503813,1747.05326461792,0.008351171313140239,0.00949851027939062,32245
0.03635292765732554,1713029614.407226,1876.9185740947723,120,0.001099480893348207,1880.6221940517426,0.008134628620867609,0.009234109514215817,34690
0.03593173953862777,1713029753.8004372,2016.3116881847382,121,0.0010571648184570198,2020.01540517807,0.007923596279076883,0.008980761097533903,37321
0.03560402818034101,1713029903.526804,2166.037994623184,122,0.0010210322613598067,2169.7417719364166,0.0076964416290411794,0.008717473890400985,40152
0.03512072507936117,1713030064.0379965,2326.549341917038,123,0.0009808048239525165,2330.2529644966125,0.007493393166206265,0.00847419799015878,43197
0.03465887116441542,1713030237.7562876,2500.2670788764954,124,0.0009443392440500045,2503.971255540848,0.00731123704811699,0.008255576292166994,46474
0.03428542814649628,1713030429.1720123,2691.683316707611,125,0.0009116390579275222,2695.3869802951813,0.007126577448640131,0.008038216506567653,49998
0.034286177529307814,1713030429.2265851,2691.7384402751923,126,0.0009116260755684298,2695.4415531158447,0.007126509160850548,0.008038135236418978,49999
