step,_step,_runtime,_timestamp,loss_boundary,loss,time,loss_interior,l2_error
208,58,11.979257345199585,1715397780.0858293,0.00044679611640489637,0.0016793292182242499,8.105210542678833,0.0012325331018193536,0.02184438129025159
229,59,12.601054668426514,1715397780.7076266,0.000285223626394161,0.0011268988909607913,8.727012395858765,0.0008416752645666303,0.01710745637674252
252,60,13.337210178375244,1715397781.443782,0.0002001216308760837,0.0007835011651052321,9.46321725845337,0.0005833795342291484,0.01412140451181784
277,61,14.128652095794678,1715397782.235224,0.00012183649210355238,0.0005591012378021195,10.254560708999634,0.00043726474569856706,0.011239242357845887
305,62,15.021445274353027,1715397783.1280172,9.882782389493778e-05,0.00047290651989110655,11.147300958633423,0.00037407869599616876,0.009469490287524869
335,63,15.904104232788086,1715397784.0106761,6.853235744685383e-05,0.00036203449174216273,12.030038595199585,0.00029350213429530893,0.008189415344454038
369,64,16.90962243080139,1715397785.0161943,4.23928823264582e-05,0.00028435703065711395,13.035545110702515,0.00024196414833065573,0.006539563718482075
406,65,18.012620210647583,1715397786.1191921,3.689277901798573e-05,0.0002491716665036442,14.13840913772583,0.00021227888748565847,0.005856781269387722
446,66,19.19683575630188,1715397787.3034077,2.704443397038012e-05,0.0001826004220023913,15.322815418243408,0.00015555598803201117,0.005366068633170993
491,67,20.527374505996704,1715397788.6339464,2.4030131828297246e-05,0.0001328208850844604,16.653378009796143,0.00010879075325616317,0.005161202215170909
540,68,21.976015329360962,1715397790.0825872,2.0700171818960327e-05,0.0001097132068981193,18.1019127368927,8.901303507915897e-05,0.004671801181727132
594,69,23.50714349746704,1715397791.6137154,1.6228107700819408e-05,7.99633071246867e-05,19.633089780807495,6.37351994238673e-05,0.004395252297737666
653,70,25.33143925666809,1715397793.4380112,1.4754295201220976e-05,6.515091754030278e-05,21.457422971725464,5.039662233908181e-05,0.003916535843529488
718,71,27.31586241722107,1715397795.4224343,1.0724580638614188e-05,4.734848635187328e-05,23.441790103912354,3.662390571325909e-05,0.0033429734640544675
790,72,29.429583311080933,1715397797.5361552,7.5096177264259155e-06,3.33494349258028e-05,25.555488109588623,2.583981719937688e-05,0.0029508000384368418
869,73,31.881042003631592,1715397799.987614,6.144068940137234e-06,2.6827239982776113e-05,28.00702166557312,2.068317104263888e-05,0.002492849435274957
956,74,34.53153324127197,1715397802.6381052,4.967166706842996e-06,1.664282669267674e-05,30.65752863883972,1.1675659985833746e-05,0.002309384087467489
1052,75,37.442185163497925,1715397805.548757,3.7392676761249645e-06,1.0572814165286006e-05,33.567866563797,6.8335464891610416e-06,0.001996437780721956
1157,76,40.565603256225586,1715397808.6721752,2.547129914844109e-06,7.199513329236965e-06,36.69145655632019,4.652383414392856e-06,0.0017022378345345614
1272,77,43.9957594871521,1715397812.1023314,1.9313498953740877e-06,5.198291952323514e-06,40.12170481681824,3.266942056949426e-06,0.0015058758773424427
1400,78,47.83997654914856,1715397815.9465485,1.626186660723901e-06,5.197051988662536e-06,43.96564817428589,3.570865327938635e-06,0.0011316791001474548
1539,79,52.05429410934448,1715397820.160866,1.0143240281742977e-06,3.66539277148789e-06,48.18026876449585,2.6510687433135925e-06,0.0009774016610242364
1693,80,56.61076736450195,1715397824.7173393,7.077488615696565e-07,2.922289697221047e-06,52.73665428161621,2.2145408356513905e-06,0.0009060147014783899
1863,81,61.69640898704529,1715397829.802981,5.298757498227576e-07,2.4518201490878933e-06,57.822102069854736,1.9219443992651357e-06,0.0007609028852493423
2049,82,67.24075555801392,1715397835.3473275,3.664418856774286e-07,1.9805836722132344e-06,63.36671590805054,1.6141417865358058e-06,0.0006233085313487005
2254,83,73.46699452400208,1715397841.5735664,2.44527463430941e-07,1.6169473410891718e-06,69.59293174743652,1.3724198776582308e-06,0.0004874778781543975
2479,84,80.12518811225891,1715397848.23176,1.6956876125027135e-07,1.3757012345187232e-06,76.25112867355347,1.206132473268452e-06,0.0004356739043279167
2727,85,87.4773120880127,1715397855.583884,1.5603027033359474e-07,1.2422240848422399e-06,83.60296130180359,1.086193814508645e-06,0.0003833252043380045
3000,86,95.4690203666687,1715397863.5755923,1.2426469773295785e-07,1.3056390268052509e-06,91.59491801261902,1.181374329072293e-06,0.00032498886377498834
3299,87,104.14259266853333,1715397872.2491646,7.121018611498133e-08,9.562104653659085e-07,100.268550157547,8.850002792509271e-07,0.00030099211653793174
3629,88,113.93459391593933,1715397882.0411658,6.239209441559912e-08,8.546010402120998e-07,110.06021690368652,7.922089457965007e-07,0.00025139286256723364
3992,89,124.84568953514099,1715397892.9522614,4.366699309736643e-08,7.308346970445148e-07,120.97159147262573,6.871677039471483e-07,0.00022914399028845338
4391,90,136.74992299079895,1715397904.856495,2.9172267762625234e-08,6.382935427647972e-07,132.875883102417,6.09121275002172e-07,0.00018138022987518004
4831,91,149.53387808799744,1715397917.64045,2.4589244744163834e-08,5.977529260256453e-07,145.65951490402222,5.731636812814815e-07,0.0001571384704158663
5314,92,164.08217000961304,1715397932.188742,1.996710320894618e-08,5.601907704635541e-07,160.2080774307251,5.402236672546079e-07,0.000143955548997453
5845,93,179.56565856933594,1715397947.6722305,1.5958305511034655e-08,4.893823241069919e-07,175.69164538383484,4.7342401859595727e-07,0.00012494834833027467
6429,94,197.04666757583618,1715397965.1532395,1.2040217040912817e-08,4.388613656711854e-07,193.17224836349487,4.2682114863027255e-07,0.00010631533802130604
7072,95,216.17760610580444,1715397984.284178,1.2403184944573358e-08,4.4039900838606687e-07,212.3035717010498,4.2799582344149354e-07,0.00011490827479299899
7779,96,237.02050065994263,1715398005.1270726,1.0127584781448994e-08,3.8169173107292536e-07,233.14638113975525,3.7156414629147635e-07,0.0001040822606059625
8557,97,260.0113184452057,1715398028.1178904,1.2564164193118602e-08,3.289155337900511e-07,256.137047290802,3.163513695969325e-07,0.00011840827426122398
9413,98,285.35849356651306,1715398053.4650655,2.0706106457491532e-08,2.4228290663543615e-07,281.48438715934753,2.2157680017794462e-07,0.00013814956565700359
10354,99,313.03544092178345,1715398081.1420128,1.3042238965305511e-08,1.5917630968646595e-07,309.16099405288696,1.4613407072116043e-07,0.00011773337639418061
11389,100,343.60111832618713,1715398111.7076902,1.0456060895482744e-08,1.2397125592518488e-07,339.72698283195496,1.1351519502970214e-07,0.00010229870306215541
12528,101,376.95305585861206,1715398145.0596278,7.609455470693805e-09,1.0860984913930686e-07,373.07848715782166,1.0100039366861305e-07,8.93240291406167e-05
13781,102,414.04651856422424,1715398182.1530905,5.47528851496642e-09,9.208108853745182e-08,410.17241644859314,8.660580002248539e-08,7.917107023432596e-05
15159,103,454.3013961315155,1715398222.407968,6.079813938997778e-09,8.007472356012074e-08,450.4271442890167,7.399490962112297e-08,8.762482830358882e-05
16675,104,498.8366882801056,1715398266.9432602,5.91455894725216e-09,6.300317576379404e-08,494.9623637199402,5.708861681654188e-08,8.524371620592915e-05
18342,105,547.8758721351624,1715398315.982444,4.992939890527619e-09,5.090798721868524e-08,544.0014328956604,4.591504732815762e-08,7.206434760921942e-05
20177,106,602.0780231952667,1715398370.184595,4.059422734454996e-09,4.341651264433055e-08,598.2036724090576,3.935708990987556e-08,6.411839162990443e-05
22194,107,661.5941550731659,1715398429.700727,3.458262993745752e-09,3.617776462847736e-08,657.7196764945984,3.271950163473161e-08,5.335465647433125e-05
24414,108,727.119785785675,1715398495.2263577,3.434686160019186e-09,3.5854728765653845e-08,723.2454743385315,3.242004260563466e-08,5.270527894598463e-05
26855,109,798.9116125106812,1715398567.0181844,2.5586371779938964e-09,3.0658228814573714e-08,795.0373299121857,2.8099591636579818e-08,5.010644785998402e-05
29540,110,878.1565763950348,1715398646.2631483,1.9639580877235682e-09,2.539271856269162e-08,874.2822523117065,2.342876047496805e-08,4.385892041275294e-05
32494,111,964.6574478149414,1715398732.7640197,1.1634483312744169e-09,2.25831099382465e-08,960.7829301357269,2.1419661606972084e-08,3.7218071118353355e-05
35744,112,1060.0879929065704,1715398828.1945648,1.018876773575609e-09,2.0133740126021367e-08,1056.213683605194,1.9114863352445756e-08,3.403872700707999e-05
39318,113,1165.7212510108948,1715398933.827823,9.06111416141492e-10,1.827140203447606e-08,1161.8460993766785,1.7365290618334568e-08,2.98351650138225e-05
43250,114,1281.059274673462,1715399049.1658466,6.631675399318206e-10,1.4715189689976656e-08,1277.1848902702332,1.4052022150044835e-08,2.713614070157828e-05
47575,115,1407.8291380405426,1715399175.93571,5.293833247740216e-10,1.2764646784510086e-08,1403.954848766327,1.2235263459736064e-08,2.385210732245456e-05
52332,116,1546.598994731903,1715399314.7055666,3.8702160675012686e-10,1.0188975758599281e-08,1542.7246732711792,9.801954151849154e-09,2.2253634946308247e-05
57566,117,1700.0144963264465,1715399468.1210682,1.96057644860401e-10,8.349663536908449e-09,1696.140197277069,8.153605892048048e-09,1.5003034470973312e-05
63322,118,1869.3358581066132,1715399637.44243,1.2457802374555195e-10,7.308736389003292e-09,1865.4615058898926,7.18415836525774e-09,1.1549771381174265e-05
69654,119,2055.6343574523926,1715399823.7409294,8.483332534575887e-11,6.131591634568861e-09,2051.760019302368,6.046758309223102e-09,1.0048899340762383e-05
76620,120,2260.2045521736145,1715400028.311124,7.14691923042237e-11,5.945290583011927e-09,2256.330276966095,5.873821390707703e-09,8.302128605968287e-06
84281,121,2483.961958169937,1715400252.06853,7.214659659873507e-11,4.0489176573612116e-09,2480.0876111984253,3.976771060762476e-09,9.201708360047013e-06
92710,122,2730.3894724845886,1715400498.4960444,3.6918730798540166e-11,3.911508238605201e-09,2726.515134572983,3.874589507806661e-09,5.8782730932005366e-06
101980,123,3001.8868176937103,1715400769.9933896,2.1217540954161432e-11,3.802785687774265e-09,2998.0119524002075,3.7815681468201035e-09,5.074167291384918e-06
102048,124,3003.890743494034,1715400771.9973154,2.4409632497177735e-11,3.9050076846189165e-09,3000.0167281627655,3.880598052121739e-09,4.80950141951208e-06
