_runtime,_timestamp,loss,_step,loss_interior,l2_error,loss_boundary,time,step
253.3582785129547,1711488634.0172336,0.0004207537722331861,86,0.00035316177889874347,0.00815447527643588,6.759199333444264e-05,248.6375172138214,1798
262.0274512767792,1711488642.6864064,0.0004185744470115599,87,0.0003528477601803982,0.008032469429870393,6.572668683116166e-05,257.3068063259125,1922
279.8674461841583,1711488660.5264013,0.00040845031339209784,88,0.0003405564765586747,0.008020301063705578,6.789383683342316e-05,275.1468849182129,2055
300.34224009513855,1711488681.0011952,0.0003916746108067036,89,0.000326240060553072,0.008105255631392966,6.543455025363164e-05,295.6216697692871,2197
323.3406500816345,1711488703.9996052,0.00035797162122269834,90,0.00029954917150814544,0.007911383745227842,5.842244971455292e-05,318.61981868743896,2349
344.8433973789215,1711488725.5023525,0.0003446512228500807,91,0.000289683518084517,0.0074296505194039126,5.496770476556368e-05,340.1228144168854,2512
360.29051208496094,1711488740.9494672,0.0003403292642201951,92,0.00028271633154343054,0.007665430487551003,5.761293267676458e-05,355.5699779987335,2686
379.5871214866638,1711488760.2460766,0.0003342829347423175,93,0.000276648711609308,0.007641616365438732,5.763422313300953e-05,374.86622762680054,2872
399.43839168548584,1711488780.0973468,0.0003274249897920008,94,0.00027195247262254576,0.007388318728475669,5.5472517169455054e-05,394.717577457428,3071
421.65453124046326,1711488802.3134863,0.0003208834227774377,95,0.00026444792423239473,0.007379272295926394,5.643549854504293e-05,416.9337406158447,3283
455.2324547767639,1711488835.8914099,0.0002910430866584011,96,0.00025021282232582254,0.006557607052742606,4.083026433257854e-05,450.5116412639618,3510
491.48901438713074,1711488872.1479695,0.00024572906791130595,97,0.00021347462818120007,0.005804488888737035,3.225443973010587e-05,486.7684323787689,3753
530.5830850601196,1711488911.2420402,0.00018058289492472307,98,0.00015691038710416373,0.005213550240776542,2.3672507820559325e-05,525.8623285293579,4013
570.0726225376129,1711488950.7315776,0.00015850258790665796,99,0.00013603496922945043,0.00506862858018289,2.2467618677207514e-05,565.3516147136688,4291
611.3054869174957,1711488991.964442,0.00013720736650206283,100,0.00012013086143910526,0.004337190970999098,1.707650506295757e-05,606.584356546402,4588
621.0191643238068,1711489001.6781194,0.0001351691988315905,101,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,616.2978394031525,4906
623.6057846546173,1711489004.2647398,0.0001351691988315905,102,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,618.8852090835571,5245
626.741507768631,1711489007.4004629,0.0001351691988315905,103,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,622.0205986499786,5608
629.7218427658081,1711489010.3807979,0.0001351691988315905,104,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,625.0008432865143,5996
632.933723449707,1711489013.5926785,0.0001351691988315905,105,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,628.2127249240875,6411
636.3642902374268,1711489017.0232453,0.0001351691988315905,106,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,631.6433663368225,6855
639.9969682693481,1711489020.6559234,0.0001351691988315905,107,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,635.2762973308563,7329
643.8925631046295,1711489024.5515182,0.0001351691988315905,108,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,639.1719136238098,7837
648.0423066616058,1711489028.7012618,0.0001351691988315905,109,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,643.3213973045349,8379
652.4278600215912,1711489033.086815,0.0001351691988315905,110,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,647.7072949409485,8959
657.0718533992767,1711489037.7308085,0.0001351691988315905,111,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,652.3513031005859,9579
662.0387470722198,1711489042.6977022,0.0001351691988315905,112,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,657.3179166316986,10242
667.3337347507477,1711489047.9926898,0.0001351691988315905,113,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,662.6130800247192,10951
673.0104677677155,1711489053.6694229,0.0001351691988315905,114,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,668.2899279594421,11709
679.0569446086884,1711489059.7158997,0.0001351691988315905,115,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,674.3363933563232,12519
685.5400276184082,1711489066.1989827,0.0001351691988315905,116,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,680.8194460868835,13385
692.4626371860504,1711489073.1215923,0.0001351691988315905,117,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,687.7418148517609,14312
699.8523271083832,1711489080.5112822,0.0001351691988315905,118,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,695.1316993236542,15302
707.7554972171783,1711489088.4144523,0.0001351691988315905,119,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,703.0349361896515,16361
716.2366428375244,1711489096.895598,0.0001351691988315905,120,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,711.5160925388336,17493
725.3273284435272,1711489105.9862835,0.0001351691988315905,121,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,720.6067771911621,18704
735.0360608100891,1711489115.695016,0.0001351691988315905,122,0.000117042526606872,0.004488598469196174,1.8126672224718506e-05,730.3154680728912,19998
