time,_step,_runtime,_timestamp,loss_boundary,l2_error,step,loss_interior,loss
205.1171431541443,73,205.8182110786438,1726514683.8657691,6.038073207122858e-10,0.0006841539458626313,869,5.139556205611999e-09,5.743363526324284e-09
225.25568675994873,74,225.95690274238586,1726514704.0044608,4.203541828870494e-10,0.0006633717107835121,956,4.780111498369232e-09,5.2004656812562815e-09
247.72713208198547,75,248.42825412750244,1726514726.4758122,3.756543878924718e-10,0.0006418475927182039,1052,3.891619939672526e-09,4.267274327564997e-09
272.2764518260956,76,272.97918581962585,1726514751.026744,3.145128975461665e-10,0.0006223648691085231,1157,3.1188621692187664e-09,3.433375066764933e-09
299.43697214126587,77,300.13800835609436,1726514778.1855664,2.475517232235215e-10,0.0005989027127461755,1272,2.858384867998151e-09,3.1059365912216726e-09
329.4557321071625,78,330.15700101852417,1726514808.204559,2.6316131131435524e-10,0.0006120730634906119,1400,2.8709095579666115e-09,3.1340708692809667e-09
362.0500285625458,79,362.75119185447693,1726514840.79875,2.159382332001925e-10,0.0005580568862313589,1539,2.608584880194166e-09,2.8245231133943585e-09
398.0912344455719,80,398.79252648353577,1726514876.8400846,1.860037079314288e-10,0.0005334322420026584,1693,2.3444556170498834e-09,2.530459324981312e-09
438.2283093929291,81,438.9294173717499,1726514916.9769754,1.6765822008543716e-10,0.00046010193739822494,1863,2.338646690194818e-09,2.506304910280255e-09
482.2523708343506,82,482.95368790626526,1726514961.001246,1.2040741222630714e-10,0.0004072717385786784,2049,2.136573177107189e-09,2.256980589333496e-09
531.0080518722534,83,531.7093381881714,1726515009.7568963,1.243153200073881e-10,0.0003895061855534097,2254,1.9032081891902556e-09,2.0275235091976437e-09
584.4724469184875,84,585.1736476421356,1726515063.2212057,1.1057586436191106e-10,0.0003088975913999341,2479,1.7885109217609e-09,1.899086786122811e-09
642.681060552597,85,643.3823647499084,1726515121.4299228,8.850793826162715e-11,0.00026652425792057734,2727,1.3895540867932942e-09,1.4780620250549213e-09
706.1934704780579,86,706.8948118686676,1726515184.94237,7.82480388569782e-11,0.00018398478169454155,3000,1.4253842287942533e-09,1.5036322676512315e-09
776.6698427200317,87,777.3712718486786,1726515255.41883,5.6859758661330693e-11,0.00013096437815085795,3299,1.3607210187002383e-09,1.417580777361569e-09
853.9644231796265,88,854.6655299663544,1726515332.713088,4.7339186353479644e-11,0.00011636284288400239,3629,1.1696443476058492e-09,1.2169835339593288e-09
938.5663528442383,89,939.2677693367004,1726515417.3153274,3.427772575600248e-11,6.2869724102673e-05,3992,1.2050016314455445e-09,1.239279357201547e-09
1000.0036306381226,90,1000.7049007415771,1726515478.7524588,3.407467182006361e-11,6.496747261413819e-05,4257,1.0121770090827227e-09,1.0462516809027864e-09
