_runtime,loss_interior,time,_step,loss_boundary,l2_error,_timestamp,loss,step
826.3236916065216,1.4993305240413585e-06,822.5150895118713,98,5.039429115504312e-07,0.0012046771087970132,1714839676.4529786,2.0032734355917896e-06,9413
908.427764415741,1.3031547297446826e-06,904.6183829307556,99,4.2245231016477897e-07,0.0011101228026151617,1714839758.5570514,1.7256070399094617e-06,10354
998.8911485671997,1.149532382396523e-06,995.0824921131134,100,3.6423780305480886e-07,0.0010404739988637774,1714839849.0204356,1.5137701854513317e-06,11389
1098.188465833664,9.839697659747824e-07,1094.379858493805,101,3.006342177443795e-07,0.0009743238950158459,1714839948.3177528,1.284603983719162e-06,12528
1207.3611903190613,8.39307387200014e-07,1203.5525333881378,102,2.498831131937042e-07,0.0009204145888064402,1714840057.4904773,1.0891905003937182e-06,13781
1325.1070129871368,7.205406138055421e-07,1321.2982041835785,103,2.1326508386394717e-07,0.0008836112666208094,1714840175.2363,9.338056976694892e-07,15159
1454.6117362976074,6.186804108660599e-07,1450.8031208515167,104,1.8432938312236592e-07,0.0008550699865182114,1714840304.7410233,8.030097939884259e-07,16675
1596.974452495575,5.290338180746174e-07,1593.1655411720276,105,1.619161067029324e-07,0.0008424207367538935,1714840447.1037395,6.909499247775497e-07,18342
1753.8197674751282,4.518823427281688e-07,1750.011194229126,106,1.4428710781808643e-07,0.0008057229130457241,1714840603.9490545,5.961694505462552e-07,20177
1929.7297751903534,3.801016783728333e-07,1925.9210729599,107,1.2948968153634344e-07,0.0007680004936504682,1714840779.8590622,5.095913599091767e-07,22194
2124.0203471183777,3.2008341557869745e-07,2120.2113382816315,108,1.1135471876606733e-07,0.0007210914472519546,1714840974.1496341,4.314381343447648e-07,24414
2337.4208784103394,2.7378661403408505e-07,2333.612255334854,109,9.553943402732541e-08,0.0006928572829810077,1714841187.5501654,3.6932604806141047e-07,26855
2571.8766214847565,2.3573979663147873e-07,2568.067999124527,110,7.99786098913097e-08,0.0006648571906548781,1714841422.0059085,3.1571840652278843e-07,29540
2829.0684983730316,1.9937699230384956e-07,2825.2597835063934,111,6.74986835971315e-08,0.0006302461063986957,1714841679.1977854,2.6687567590098106e-07,32494
3003.811780691147,1.8023942629636e-07,3000.0031445026398,112,6.068813178830238e-08,0.0006157060776349222,1714841853.9410677,2.409275580846624e-07,34515
