loss_boundary,step,l2_error,_runtime,_step,loss_interior,loss,time,_timestamp
1.6564670430748785,17,1.7573154337209376,5.880419731140137,17,120.59709843421105,122.25356547728593,1.6042296886444092,1714583868.6365597
1.8118197274356012,18,1.7746433632876273,5.899325132369995,18,120.59709843102785,122.40891815846345,1.619133710861206,1714583868.6554651
1.8442799940626307,19,1.718921921774902,5.9137420654296875,19,120.59709842919204,122.44137842325468,1.6375694274902344,1714583868.669882
1.7406723852031127,20,1.6333512547462068,5.927791357040405,20,120.59709842806258,122.33777081326569,1.6515660285949707,1714583868.6839314
1.5847809249528217,21,1.5796266179392575,5.941879987716675,21,120.59709842732721,122.18187935228003,1.665724277496338,1714583868.69802
1.482708233317665,22,1.5922136638237225,5.955729246139526,22,120.59709842682442,122.07980666014208,1.6793043613433838,1714583868.7118692
1.4868981100265068,23,1.6496371860930568,5.968942642211914,23,120.59709842646593,122.08399653649244,1.6924350261688232,1714583868.7250826
1.5673051197160066,24,1.7000494519225233,5.98235011100769,24,120.59709842620114,122.16440354591715,1.706064224243164,1714583868.73849
1.644464221246222,25,1.7067202895528055,5.996192216873169,25,120.59709842599973,122.24156264724596,1.7200815677642822,1714583868.7523322
1.6549757298898917,26,1.668509576522623,6.009993076324463,26,120.59709842584282,122.25207415573271,1.7338159084320068,1714583868.766133
1.595684139150216,27,1.6140652880757014,6.02363395690918,27,120.59709842571829,122.19278256486851,1.7474472522735596,1714583868.779774
1.5159965377564464,28,1.5796981811407271,6.037211656570435,28,120.597098425618,122.11309496337445,1.7612555027008057,1714583868.7933517
1.4729173691068156,29,1.5817602948011218,6.050591707229614,29,120.59709842553632,122.07001579464313,1.7742109298706055,1714583868.8067317
1.4874832366489017,30,1.6056966076515715,6.063762426376343,30,120.59709842546924,122.08458166211814,1.7873075008392334,1714583868.8199024
1.5340861831710941,31,1.6235389704496235,6.077220439910889,31,120.5970984254137,122.1311846085848,1.8009636402130127,1714583868.8333604
1.5669088339575175,32,1.6190162495518465,6.091394901275635,32,120.59709842536749,122.164007259325,1.8156445026397705,1714583868.847535
1.5586403522141126,33,1.5976681275485196,6.106002569198608,33,120.59709842532872,122.15573877754284,1.8300704956054688,1714583868.8621426
1.5190286442547023,34,1.5790571605141148,6.120125770568848,34,120.59709842529594,122.11612706955064,1.8441393375396729,1714583868.8762658
1.481361356587246,35,1.5790002975498179,6.134038209915161,35,120.59709842526797,122.07845978185522,1.8579530715942383,1714583868.8901782
1.4723632382569738,36,1.5959639883422638,6.1481287479400635,36,120.5970984252439,122.06946166350087,1.8720183372497559,1714583868.9042687
1.4916557826299726,37,1.6140948513604725,6.16221809387207,37,120.59709842522291,122.08875420785289,1.8864197731018066,1714583868.918358
1.516037603943246,38,1.6184003928918587,6.175716400146484,38,120.59709842520444,122.11313602914768,1.89949369430542,1714583868.9318564
1.5220531338303986,39,1.60649713190125,6.188962459564209,39,120.5970984251881,122.11915155901849,1.9126107692718506,1714583868.9451025
1.505604753783521,40,1.5885250753030693,6.202042579650879,40,120.59709842517358,122.1027031789571,1.925729751586914,1714583868.9581826
1.4714730234706845,42,1.5779189417441801,6.224342107772827,41,120.59709842514914,122.06857144861982,1.9476983547210693,1714583868.980482
1.4920170677235265,46,1.5780779007129855,6.269299268722534,42,120.59709842511526,122.08911549283879,1.9926888942718506,1714583869.0254393
1.48277296892447,50,1.5919760295715866,6.311289072036743,43,120.5970984250947,122.07987139401916,2.0347177982330322,1714583869.067429
1.4736811940426937,55,1.5778151616030056,6.362126350402832,44,120.59709842507793,122.07077961912063,2.085603952407837,1714583869.1182663
1.4733744265086939,61,1.5826815984271942,6.421295642852783,45,120.59709842506703,122.07047285157573,2.144747018814087,1714583869.1774356
1.4731717769225632,67,1.5765397439915394,6.484439134597778,46,120.59709842506078,122.07027020198335,2.2078092098236084,1714583869.2405791
1.4728265822486297,73,1.5796513043760863,6.544320583343506,47,120.59709842505764,122.06992500730627,2.2676520347595215,1714583869.3004606
1.471541477591149,81,1.5773152223719447,6.623648643493652,48,120.59709842505531,122.06863990264645,2.3475916385650635,1714583869.3797886
1.4717290896098125,89,1.5765478900966217,6.707092761993408,49,120.5970984250543,122.06882751466411,2.4308745861053467,1714583869.4632328
1.4714698329368356,98,1.576706975245387,6.79768705368042,50,120.59709842505383,122.06856825799066,2.5216169357299805,1714583869.553827
1.4714286664339002,107,1.5769065242321576,6.8883819580078125,51,120.59709842505364,122.06852709148754,2.611992359161377,1714583869.644522
1.4714394524063266,118,1.5769246506929457,7.003506183624268,52,120.59709842505355,122.06853787745987,2.727288246154785,1714583869.7596462
1.4714293971606536,130,1.5771052624744526,7.123786449432373,53,120.5970984250535,122.06852782221415,2.847276210784912,1714583869.8799264
1.4714293306385096,143,1.5770921414244523,7.248973846435547,54,120.5970984250535,122.06852775569202,2.972355365753174,1714583870.0051138
1.4714286061442632,157,1.5770892845972746,7.382909059524536,55,120.5970984250535,122.06852703119776,3.106285810470581,1714583870.139049
1.4714286025672323,172,1.577072731107159,7.529414892196655,56,120.5970984250535,122.06852702762073,3.2529537677764893,1714583870.285555
1.4714285645381127,190,1.5770809210642582,7.707564830780029,57,120.5970984250535,122.06852698959162,3.431201457977295,1714583870.4637048
1.471428555848095,208,1.5770839169369681,7.8870556354522705,58,120.5970984250535,122.0685269809016,3.610912322998047,1714583870.6431956
1.4714285559417997,229,1.5770822652920293,8.098175764083862,59,120.5970984250535,122.0685269809953,3.8217387199401855,1714583870.8543158
1.471428555853559,252,1.5770826390630357,8.319303512573242,60,120.5970984250535,122.06852698090707,4.042748928070068,1714583871.0754435
1.4714285558483462,277,1.57708281530354,8.557090282440186,61,120.5970984250535,122.06852698090185,4.280364751815796,1714583871.3132303
1.4714285558481461,305,1.5770827935443015,8.840700149536133,62,120.5970984250535,122.06852698090165,4.564386367797852,1714583871.5968401
1.471428555848084,335,1.5770828016488578,9.135292291641235,63,120.5970984250535,122.06852698090158,4.85847282409668,1714583871.8914323
1.471428555848084,369,1.5770828003418405,9.459535121917725,64,120.5970984250535,122.06852698090158,5.183057069778442,1714583872.215675
1.4714285558480837,406,1.577082800189631,9.811384201049805,65,120.5970984250535,122.06852698090158,5.535220384597778,1714583872.5675242
1.4714285558480837,446,1.5770828002136223,10.197736501693726,66,120.59709842505349,122.06852698090157,5.921181678771973,1714583872.9538765
1.4714285558480837,491,1.5770828002199142,10.628410816192627,67,120.59709842505349,122.06852698090157,6.352139472961426,1714583873.3845508
1.4714285558480837,540,1.57708280022007,11.110151052474976,68,120.59709842505349,122.06852698090157,6.833528518676758,1714583873.866291
1.4714285558480837,594,1.5770828002200583,11.620529890060425,69,120.59709842505349,122.06852698090157,7.344137191772461,1714583874.37667
1.4714285558480837,653,1.5770828002200554,12.198900699615479,70,120.59709842505349,122.06852698090157,7.922332763671875,1714583874.9550407
1.4714285558480837,718,1.5770828002200554,12.829495191574097,71,120.59709842505346,122.06852698090154,8.55335545539856,1714583875.5856352
1.4714285558480835,790,1.5770828002200554,13.525617599487305,72,120.59709842505346,122.06852698090154,9.249145984649658,1714583876.2817576
1.4714285558480837,869,1.5770828002200554,14.297393560409546,73,120.59709842505346,122.06852698090154,10.02046251296997,1714583877.0535336
1.4714285558480835,956,1.5770828002200554,15.133386611938477,74,120.59709842505345,122.06852698090152,10.856573820114136,1714583877.8895266
1.4714285558480835,1052,1.5770828002200554,16.04879331588745,75,120.59709842505343,122.06852698090151,11.77217984199524,1714583878.8049333
1.4714285558480835,1157,1.5770828002200554,17.052908897399902,76,120.59709842505343,122.06852698090151,12.776463031768799,1714583879.809049
1.4714285558480835,1272,1.5770828002200554,18.154000759124756,77,120.5970984250534,122.06852698090148,13.877052783966064,1714583880.9101408
1.4714285558480833,1400,1.5770828002200552,19.364694833755493,78,120.59709842505339,122.06852698090147,15.08840012550354,1714583882.1208348
1.4714285558480833,1539,1.5770828002200554,20.684598207473755,79,120.59709842505336,122.06852698090144,16.408108234405518,1714583883.4407382
1.4714285558480833,1693,1.5770828002200552,22.14225172996521,80,120.59709842505333,122.06852698090141,17.865503072738647,1714583884.8983917
1.471428555848083,1863,1.577082800220055,23.75697946548462,81,120.59709842505329,122.06852698090137,19.480027437210083,1714583886.5131195
1.471428555848083,2049,1.577082800220055,25.50833487510681,82,120.59709842505325,122.06852698090132,21.231998443603516,1714583888.2644749
1.4714285558480826,2254,1.577082800220055,27.482667446136475,83,120.59709842505322,122.0685269809013,23.20623207092285,1714583890.2388074
1.4714285558480824,2479,1.5770828002200552,29.636853456497192,84,120.59709842505313,122.06852698090121,25.360453844070435,1714583892.3929935
1.47142953197669,2727,1.5771034176841132,31.999648571014404,85,120.59709842505306,122.06852795702976,27.722877502441406,1714583894.7557886
1.471428555848082,3000,1.5770828001882544,34.610071659088135,86,120.59709842505296,122.06852698090104,30.324824333190918,1714583897.3662117
1.4714303767807815,3299,1.5769806631077732,37.47307014465332,87,120.59709842505282,122.06852880183361,33.196022510528564,1714583900.2292101
1.471428555848081,3629,1.5770828002207837,40.647116899490356,88,120.59709842505266,122.06852698090074,36.37067794799805,1714583903.403257
1.4714285558481452,3992,1.5770827994060261,44.10373377799988,89,120.59709842505244,122.06852698090059,39.8267982006073,1714583906.8598738
1.4714285560597342,4391,1.577081712279016,47.90337109565735,90,120.59709842505212,122.06852698111186,43.6267945766449,1714583910.659511
1.4714285584266222,4831,1.5770807939582858,52.09110999107361,91,120.59709842505174,122.06852698347836,47.814042806625366,1714583914.84725
1.4714285558511697,5314,1.5770827669144518,56.705140829086304,92,120.5970984250512,122.06852698090238,52.42854857444763,1714583919.4612808
1.4714285558480746,5845,1.5770828018702454,61.75102663040161,93,120.59709842505042,122.0685269808985,57.474350690841675,1714583924.5071666
1.4714285625054493,6429,1.57707808873753,67.34268283843994,94,120.5970984250493,122.06852698755475,63.06603765487671,1714583930.0988228
1.4714285558496263,7072,1.5770857152023694,73.44658732414246,95,120.59709842504766,122.06852698089729,69.16951322555542,1714583936.2027273
1.4737973999012643,7779,1.5829616219963478,80.1673059463501,96,120.59709842504452,122.07089582494578,75.89040493965149,1714583942.923446
1.4714285558480438,8557,1.5770827988170768,87.57960820198059,97,120.5970984250413,122.06852698088935,83.30265998840332,1714583950.3357482
1.4714285558480227,9413,1.5770828020348788,95.75768804550171,98,120.59709842503524,122.06852698088326,91.48065567016602,1714583958.513828
1.47142855584799,10354,1.5770828013285245,104.66443729400635,99,120.59709842502548,122.06852698087347,100.38764262199402,1714583967.4205773
1.471428555847937,11389,1.5770828003018946,114.4906747341156,100,120.59709842500999,122.06852698085792,110.21360969543457,1714583977.2468147
1.6181874096076545,12528,1.5990509087284372,125.2997133731842,101,120.5970984249817,122.21528583458935,121.02281856536865,1714583988.0558534
1.4714285558477433,13781,1.577082803748541,137.13460564613342,102,120.5970984249527,122.06852698080044,132.85755443572998,1714583999.8907456
1.4714285558476026,15159,1.5770828241886856,150.1876928806305,103,120.59709842491277,122.06852698076038,145.91096568107605,1714584012.9438329
1.4714285558474445,16675,1.5770828061689919,164.5879373550415,104,120.59709842487443,122.06852698072187,160.31112265586853,1714584027.3440773
1.4730209522402984,18342,1.5763607701950313,180.40064024925232,105,120.59709842484631,122.07011937708661,176.12400221824646,1714584043.1567802
2.030573914425248,20177,1.9334613559860516,197.85387468338013,106,120.59709842482772,122.62767233925297,193.57713890075684,1714584060.6100147
1.471492708356857,22194,1.5771595339880853,216.95983934402466,107,120.59709842482003,122.0685911331769,212.68281507492065,1714584079.7159793
1.471428555847168,24414,1.577082799877556,238.1992893218994,108,120.59709842481506,122.06852698066223,233.9220757484436,1714584100.9554293
1.4714285560298876,26855,1.5770820042570484,261.48654675483704,109,120.59709842481001,122.0685269808399,257.20966362953186,1714584124.2426867
1.471428555847093,29540,1.5770828002194386,286.9706361293793,110,120.5970984248132,122.0685269806603,282.69388818740845,1714584149.7267761
1.471428555847093,32494,1.5770828002354709,314.82202315330505,111,120.5970984248132,122.0685269806603,310.5456807613373,1714584177.5781631
1.4714285560403728,35744,1.5770834008470527,345.66389179229736,112,120.5970984248132,122.06852698085358,341.38723731040955,1714584208.4200318
1.471513022947159,39318,1.5770395674167341,379.5199692249298,113,120.5970984248132,122.06861144776036,375.24308228492737,1714584242.2761092
1.4714285568832761,43250,1.577084080985706,417.0970404148102,114,120.5970984248132,122.06852698169648,412.8201699256897,1714584279.8531804
1.471428555847093,47575,1.5770828004813688,458.26553750038147,115,120.5970984248132,122.0685269806603,453.9887013435364,1714584321.0216775
1.4714285567355927,52332,1.5770829203121506,503.4850676059723,116,120.5970984248132,122.06852698154879,499.20802450180054,1714584366.2412076
1.4714289131560312,57566,1.5771441376920976,553.6218926906586,117,120.5970984248132,122.06852733796923,549.3448674678802,1714584416.3780327
1.471490795650644,63322,1.5776435491157546,608.6743376255035,118,120.5970984248132,122.06858922046383,604.3975284099579,1714584471.4304776
1.471428555847093,69654,1.5770828002075463,668.8370571136475,119,120.5970984248132,122.0685269806603,664.560001373291,1714584531.593197
1.4714288508710651,76620,1.5770677021817736,735.1716780662537,120,120.5970984248132,122.06852727568426,730.8949534893036,1714584597.927818
1.4714285558470934,84281,1.577082800898451,807.9941465854645,121,120.5970984248132,122.0685269806603,803.717089176178,1714584670.7502866
1.4714285558472147,92710,1.5770828042594192,888.3074235916138,122,120.5970984248132,122.06852698066041,884.03062915802,1714584751.0635636
1.6612337899805447,101980,1.578140931561393,976.2848081588745,123,120.5970984248132,122.25833221479374,972.0077669620514,1714584839.0409482
1.471428555847093,112178,1.5770828001543882,1073.2719268798828,124,120.5970984248132,122.0685269806603,1068.9951574802399,1714584936.0280669
1.4714285558470963,123396,1.5770827936684342,1179.6746113300323,125,120.5970984248132,122.0685269806603,1175.3977468013763,1714585042.4307513
1.471428555847112,135736,1.577082794506351,1296.541407585144,126,120.5970984248132,122.06852698066031,1292.2664506435394,1714585159.2975476
1.471428555847219,149309,1.5770828019263907,1425.687058210373,127,120.5970984248132,122.06852698066042,1421.4101126194,1714585288.4431982
1.471428555848298,164240,1.577082773740838,1567.410652399063,128,120.5970984248132,122.06852698066149,1563.133629322052,1714585430.1667924
1.4714285558502884,180664,1.5770828988754961,1723.0164625644684,129,120.5970984248132,122.06852698066349,1718.7393653392792,1714585585.7726026
1.4714285588423355,198731,1.5770842117338302,1893.279535293579,130,120.5970984248132,122.06852698365553,1889.0015501976013,1714585756.0356753
1.471428555847093,218604,1.5770828001367978,2077.7799401283264,131,120.5970984248132,122.0685269806603,2073.502156019211,1714585940.5360801
1.4714285735528052,240464,1.5770946802726002,2280.3583755493164,132,120.5970984248132,122.068526998366,2276.081186056137,1714586143.1145155
1.4714285558471312,264510,1.5770828088572175,2503.479944229126,133,120.5970984248132,122.06852698066032,2499.202733516693,1714586366.2360842
1.4714285721513258,290961,1.5770945221885995,2748.754898071289,134,120.5970984248132,122.06852699696452,2744.477904319763,1714586611.511038
1.471428555847093,318576,1.577082800375779,3004.280271291733,135,120.5970984248132,122.0685269806603,3000.0031554698944,1714586867.0364113
