l2_error,loss_boundary,time,_timestamp,loss_interior,step,_step,_runtime,loss
0.0016667561421993171,2.967802500039465e-06,837.5414273738861,1715432117.5431192,7.119503680005313e-06,8557,97,841.5767230987549,1.0087306180044778e-05
0.001684416606800161,4.090642250498506e-06,921.2353010177612,1715432201.237499,1.3313825597483742e-05,9413,98,925.2711029052734,1.740446784798225e-05
0.0015382588420698627,2.339327727837879e-06,1013.4018847942352,1715432293.4035678,6.170962270156242e-06,10354,99,1017.4371716976166,8.51028999799412e-06
0.0014228337838663868,1.7514394178341534e-06,1115.0297138690948,1715432395.0315611,4.20906959808578e-06,11389,100,1119.0651650428772,5.960509015919933e-06
0.0013347374791332226,2.5078526276191666e-06,1227.1229889392853,1715432507.125214,6.81067453651752e-06,12528,101,1231.1588180065155,9.318527164136687e-06
0.0012887949629469327,1.6570850965854788e-06,1350.4506895542145,1715432630.4528248,4.182999705661027e-06,13781,102,1354.4864287376404,5.840084802246505e-06
0.0011756909775772332,1.7040503856536374e-06,1485.009461402893,1715432765.0116122,4.381963491404482e-06,15159,103,1489.0452160835266,6.08601387705812e-06
0.001164244423367608,1.3055211855235107e-06,1634.1834743022919,1715432914.1855855,3.3843102996751146e-06,16675,104,1638.2191894054413,4.689831485198625e-06
0.0010835382025247786,1.511543884663886e-06,1797.7039167881012,1715433077.7066739,3.984205817118752e-06,18342,105,1801.7402777671814,5.495749701782638e-06
0.0010121707634525856,1.0683772071705499e-06,1976.652302980423,1715433256.6544282,3.049601435312505e-06,20177,106,1980.6880321502686,4.117978642483055e-06
0.0009839858731394437,9.377695088266934e-07,2174.563541173935,1715433454.565473,2.5463899724586636e-06,22194,107,2178.599076986313,3.4841594812853573e-06
0.0009853716345998328,1.2379531538261193e-06,2391.963861465454,1715433671.9658968,5.267315296036225e-06,24414,108,2395.9995007514954,6.505268449862344e-06
0.0009581182462116135,9.556396668344008e-07,2632.0371417999268,1715433912.0387816,3.0096317547244895e-06,26855,109,2636.0723855495453,3.9652714215588905e-06
0.000864378583700749,9.199649857879277e-07,2895.556013584137,1715434175.55759,2.6226875577629026e-06,29540,110,2899.5911939144135,3.5426525435508305e-06
0.0008740863222037275,9.982027705925532e-07,3000.038978099823,1715434280.0404694,3.7968868226453047e-06,30626,111,3004.0740733146667,4.795089593237858e-06
